time_stamp,vehicle_pos,vehicle_pos.1,vehicle_pos.2,vehicle_pos.3,vehicle_pos.4,vehicle_pos.5,vehicle_pos.6,vehicle_pos.7,vehicle_pos.8,vehicle_pos.9,vehicle_pos.10,vehicle_pos.11,vehicle_pos.12,vehicle_pos.13,vehicle_pos.14,vehicle_pos.15,vehicle_pos.16,vehicle_pos.17,vehicle_pos.18,vehicle_pos.19
382,4698.77,2741.71,3852.46,4922.91,4083.58,1022.56,4231.49,1828.09,2574.43,1376.79,4757.95,3795.72,4075.99,5032.64,3107.52,2260.57,1575.63,2443.04,2336.56,5164.64
383,4710.49,2749.06,3862.2,4935.83,4095.24,1024.89,4243.91,1833.14,2581.73,1381.13,4771.07,3807.04,4087.83,5048.28,3116.46,2267.28,1580.09,2450.68,2343.53,5181.63
384,4722.26,2756.64,3872.2,4949.32,4106.28,1027.93,4256.08,1838.45,2588.33,1385.15,4784.98,3818.1,4099.29,5063.58,3126.52,2273.53,1584.68,2458.29,2350.89,5197.9
385,4734,2763.62,3882.03,4962.89,4117.27,1030.09,4267.58,1843.15,2595.23,1388.62,4799.14,3828.85,4110.63,5077.98,3135.46,2279.88,1588.99,2465.24,2358.52,5213.76
386,4746.3,2770.52,3891.92,4975.83,4128.96,1032.74,4279.7,1848.56,2602.82,1392.19,4812.49,3839.79,4122.99,5093.2,3145.21,2286.5,1593.75,2473.27,2365.63,5230.62
387,4758.81,2777.93,3902.55,4988.97,4139.82,1035.24,4291.47,1853.96,2609.77,1396.46,4826.57,3850.53,4134.68,5108.68,3154.25,2292.77,1598.28,2480.36,2373.29,5247.34
388,4771.61,2784.81,3912.27,5002.61,4151.05,1038.1,4303.66,1859.62,2616.82,1400.85,4840.01,3861.59,4146.84,5123.94,3163.56,2299.36,1603.27,2487.19,2380.84,5264.12
389,4784.61,2791.71,3922.74,5016.16,4161.79,1041.02,4315.23,1865.14,2623.41,1405.11,4853.46,3872.97,4158.55,5139.29,3173.29,2305.61,1608.52,2494.42,2387.45,5280.71
390,4796.97,2799.27,3933.39,5029.64,4172.36,1043.63,4327.62,1870.62,2630.9,1409.54,4867.63,3884.24,4170.87,5154.06,3182.94,2311.96,1613.28,2502.23,2394.17,5297.64
391,4809.82,2806.84,3943.8,5042.46,4183.83,1046.03,4339.82,1875.16,2637.63,1413.06,4881.27,3895.09,4182.93,5169.4,3193.04,2318.28,1617.6,2510.02,2401.44,5314.34
392,4821.75,2814,3954.49,5055.44,4194.66,1049.36,4351.57,1879.88,2644.57,1417.12,4894.3,3905.58,4194.57,5184.5,3202.32,2325.17,1622.54,2518.04,2409.22,5330.39
393,4834.57,2820.72,3964.92,5069.27,4205.63,1052.23,4363.42,1885.19,2651.74,1420.33,4908.39,3916.02,4206.08,5199.94,3212.26,2331.57,1627.41,2525.64,2415.88,5346.93
394,4846.37,2828.45,3974.99,5082.8,4216.81,1055.32,4375.14,1890.62,2658.36,1424.75,4922.05,3927.35,4218.1,5215.43,3221.45,2338.99,1632.02,2532.68,2423.18,5362.81
395,4858.78,2836.13,3985.17,5096.04,4227.44,1057.81,4386.81,1896.02,2666.23,1429.15,4935.61,3937.94,4230.13,5230.4,3230.99,2345.18,1636.72,2540.7,2429.78,5379.56
396,4870.98,2842.89,3994.85,5109.16,4238.08,1060.02,4397.99,1900.8,2672.91,1432.98,4949.15,3948.37,4241.89,5245.19,3240.96,2351.76,1640.84,2547.55,2436.99,5395.73
397,4883.63,2849.9,4005.29,5121.86,4249.32,1062.55,4410.08,1905.63,2680.31,1436.41,4963.07,3959.91,4254,5260.76,3250.83,2358.99,1645.96,2554.29,2443.94,5412.21
398,4896.03,2856.69,4015.42,5135.65,4260.53,1065.72,4421.56,1910.65,2687.07,1439.94,4976.1,3970.94,4266.04,5276.41,3260.26,2365.8,1650.64,2562.22,2450.74,5428.56
399,4908.34,2864.08,4026.03,5148.46,4272,1068.44,4432.79,1915.79,2694.65,1443.65,4989.11,3981.29,4278.42,5291.14,3270.23,2372.56,1655.05,2569.01,2457.96,5445.01
400,4921.14,2871.02,4035.77,5161.15,4283,1071.25,4445.05,1921.3,2701.53,1446.92,5003.02,3992.79,4290.55,5306.31,3279.8,2379.95,1660.26,2576.65,2464.63,5461.16
401,4933.01,2877.88,4046.43,5174.79,4293.9,1074.42,4456.3,1926.35,2709.13,1450.6,5016.18,4003.73,4302.18,5321.03,3289.68,2386.61,1665.07,2583.63,2471.29,5477.84
402,4945.56,2885.06,4056.28,5187.81,4305.17,1077.66,4467.45,1930.82,2716.92,1453.87,5029.4,4014.59,4313.46,5336.17,3298.94,2393.56,1670.37,2591.15,2477.85,5494.11
403,4957.61,2892.85,4066.94,5200.87,4315.9,1080.04,4479,1936.43,2724.68,1457.11,5043.26,4025.96,4324.78,5350.6,3308.36,2400.21,1674.98,2598.51,2484.89,5511.18
404,4969.44,2899.85,4077.52,5213.81,4326.49,1082.75,4491.18,1941.39,2731.95,1460.65,5057.17,4036.57,4336.05,5365.58,3317.77,2406.62,1679.23,2606.52,2492.09,5527.89
405,4981.43,2907.56,4088.14,5226.81,4337.43,1085.57,4503.53,1947.06,2739.16,1464.94,5071.08,4047.97,4347.97,5381.21,3326.97,2414.05,1684.24,2614.21,2499.5,5543.82
406,4994.11,2914.49,4098.02,5239.84,4348.41,1088.01,4514.84,1952.54,2746.74,1468.68,5085.22,4059.39,4359.59,5395.77,3336.42,2420.4,1688.99,2621.2,2506.69,5560.1
407,5006.08,2921.42,4107.72,5253.19,4358.99,1091.4,4526.86,1957.86,2754.6,1472.04,5099,4069.92,4371.18,5411.01,3345.28,2427.5,1694.08,2627.99,2513.62,5576.75
408,5018.27,2929.27,4118.14,5266.53,4370.18,1094.36,4539.09,1963.41,2762.33,1475.63,5112.73,4080.88,4383.65,5425.53,3355.15,2433.72,1699.02,2635.34,2520.87,5592.77
409,5031.15,2936.46,4128.88,5279.41,4380.9,1097.12,4550.98,1968.37,2769.32,1479.18,5125.85,4091.83,4396.05,5440.22,3364.48,2440.52,1703.57,2642.33,2528.13,5608.89
410,5044.12,2944.18,4139.3,5292.83,4390.51,1099.61,4562.43,1973.53,2776.49,1483.17,5139.94,4102.59,4408.14,5455.54,3373.55,2447.51,1708.42,2649.76,2534.69,5624.92
411,5056.96,2951.97,4149.97,5306.04,4401.08,1102.48,4574.74,1978.38,2784.22,1487.28,5153.38,4113.33,4420.6,5470.21,3382.91,2454.91,1713.45,2656.71,2541.45,5641.04
412,5069.11,2959.81,4159.76,5319.13,4412.09,1104.61,4586.33,1983.6,2791.61,1491.49,5166.65,4123.92,4432.75,5485.61,3392.06,2461.35,1717.86,2664.57,2548.98,5656.99
413,5080.95,2966.49,4170.56,5332.1,4423.66,1107.2,4597.48,1988.11,2799.14,1495.96,5179.9,4135.06,4444.58,5501.04,3401.28,2468.48,1723.16,2672.18,2556.74,5674.03
414,5093.81,2973.28,4180.63,5345.24,4434.45,1110.4,4608.69,1993.62,2806.03,1499.57,5194.06,4145.8,4456.25,5515.66,3410.36,2474.66,1727.81,2678.93,2563.32,5690.78
415,5106.35,2980.3,4190.42,5358.56,4444.99,1113.64,4620.23,1998.15,2813.23,1503.5,5207.22,4156.87,4468.1,5530.45,3419.38,2481.61,1732.53,2686.12,2571.13,5706.79
416,5118.79,2987.46,4200.98,5371.89,4455.48,1117,4632.37,2003.44,2820.28,1506.99,5220.98,4167.54,4480.39,5545.89,3428.93,2488.13,1737.43,2693.51,2578.17,5722.89
417,5131.24,2994.46,4211.88,5384.6,4466.26,1119.47,4644.48,2008.93,2827.7,1511.4,5235.25,4178.93,4491.93,5560.73,3438.31,2494.61,1741.78,2701.35,2585.95,5740.02
418,5144.01,3002.04,4221.62,5398.25,4477.98,1122.68,4655.64,2014.64,2835.54,1515.68,5249.31,4189.96,4503.31,5575.55,3447.88,2500.85,1745.95,2708.11,2593.29,5757.16
419,5156.89,3009.34,4232.35,5412.05,4489.62,1125.53,4668.04,2019.27,2843.1,1519.31,5262.97,4201.48,4514.49,5589.99,3457.58,2507.39,1750.8,2715.23,2600.5,5774.17
420,5169.83,3016.96,4242.56,5425.67,4500.42,1128.19,4679.98,2023.97,2850.86,1522.71,5276.02,4212.89,4526.49,5604.69,3466.74,2514.76,1755.99,2722.93,2607.14,5791.05
421,5181.91,3024.66,4253.12,5439.59,4512.14,1131.12,4691.85,2029.04,2857.69,1526.5,5289.49,4224.38,4538.47,5619.05,3476.06,2521.43,1760.67,2730.85,2614.66,5807.74
422,5194.86,3031.76,4263.33,5453.57,4523.16,1133.51,4703.46,2033.56,2864.62,1530.36,5303.8,4235.23,4549.93,5634.14,3485.54,2528.19,1765.27,2738.49,2621.82,5823.97
423,5207.21,3038.89,4273.06,5467.07,4534.7,1136.22,4714.88,2038.28,2872.11,1533.61,5316.92,4246.45,4562.08,5649.04,3495.65,2534.94,1770.28,2745.26,2629.17,5840.51
424,5218.94,3046.28,4282.94,5480.81,4546.19,1138.81,4726.79,2043.53,2879.6,1538.01,5330.47,4256.88,4573.28,5663.55,3504.6,2541.88,1774.85,2752.63,2636.66,5856.9
425,5230.78,3053.11,4293.41,5494.41,4557.18,1141.33,4738.34,2048.5,2887.41,1542,5344.39,4267.99,4584.84,5678.61,3513.86,2548.17,1779.35,2760.5,2643.85,5873.59
426,5242.58,3060.5,4303.5,5507.28,4568.42,1144.39,4749.97,2053.41,2894.95,1546.01,5358.19,4279.12,4596.94,5693.44,3523.86,2554.69,1784.69,2767.87,2651.1,5889.82
427,5255.01,3067.15,4313.6,5520.06,4579.37,1147.71,4762.36,2058.8,2902.72,1549.32,5371.95,4289.93,4608.95,5708.36,3533.09,2561.09,1789.28,2774.67,2658.57,5905.74
428,5267.31,3074.17,4323.27,5533.89,4590.6,1149.91,4774.14,2063.21,2910.12,1553.61,5386.25,4301.01,4620.21,5722.78,3542.02,2568.32,1794.03,2781.45,2665.36,5921.62
429,5279.32,3080.98,4333.08,5546.93,4601.36,1152.24,4785.45,2068.13,2917.68,1557.52,5400.09,4312.06,4632.11,5738.2,3551.22,2575.66,1799.03,2788.82,2671.96,5937.6
430,5291.17,3088.31,4342.78,5560.77,4613.05,1154.57,4796.91,2073.45,2924.45,1561.11,5413.2,4322.27,4643.85,5753.81,3560.71,2582.12,1804.23,2796.26,2679.62,5954.46
431,5302.95,3095.5,4353.02,5574.31,4624.43,1157.85,4808.63,2078.57,2931.48,1564.39,5427.09,4332.17,4656.21,5768.88,3569.81,2589.12,1808.85,2804.29,2686.14,5970.8
432,5315.91,3102.64,4363.81,5587.1,4635.18,1160.02,4819.8,2083.7,2938.36,1568.3,5441.16,4343.44,4668.11,5784.05,3579.43,2595.88,1813.16,2811.54,2693.84,5987.75
433,5328.39,3109.71,4373.96,5600.61,4645.98,1163.3,4831.25,2088.64,2945.58,1571.79,5454.8,4354.12,4680.22,5799.52,3588.38,2602.59,1817.54,2819.14,2701.1,6004.23
434,5341.17,3117.29,4384.56,5614.21,4656.54,1166.06,4842.58,2093.26,2952.61,1575.41,5468.88,4365.25,4692.44,5814.65,3598.26,2608.97,1822.17,2826.4,2708.16,6020.15
435,5352.96,3124.53,4395.44,5628.06,4667.83,1168.92,4854.06,2097.79,2960.43,1578.61,5482.33,4376.65,4703.94,5829.46,3608.02,2615.43,1826.38,2833.9,2715.73,6036.1
436,5365.33,3132.14,4405.75,5641.52,4679.05,1172.27,4866.41,2103.13,2967.19,1581.92,5495.37,4387.22,4715.56,5844.79,3617.53,2622.52,1830.84,2841.84,2722.87,6052.46
437,5378.35,3139.81,4416.02,5655,4689.96,1174.77,4878.62,2108.6,2974.94,1585.96,5509.62,4398.48,4727.36,5860.32,3626.77,2628.95,1835,2848.89,2730.53,6068.94
438,5390.37,3147.09,4426.65,5668.71,4701.02,1177.47,4889.95,2113.02,2982.07,1589.18,5523.51,4408.79,4738.8,5875.87,3635.85,2635.52,1839.17,2856.16,2738.28,6086.03
439,5402.8,3153.94,4436.92,5681.46,4712.53,1180.49,4901.44,2118.01,2988.69,1593.64,5536.87,4419.76,4750.46,5890.53,3644.99,2642.2,1843.83,2863.78,2745.86,6102.44
440,5415.5,3160.59,4446.98,5694.69,4723.43,1183.35,4912.74,2123.46,2995.59,1597.83,5551.11,4430.87,4762.02,5905.93,3654.2,2648.46,1848.48,2871.29,2753.32,6118.86
441,5427.37,3167.66,4457.53,5708.32,4734.98,1185.75,4924.86,2127.92,3003.2,1601.12,5565.29,4441.38,4773.69,5921.49,3663.32,2655.81,1853.1,2878.89,2760.87,6135.94
442,5439.95,3174.42,4467.72,5721.4,4746.45,1188.62,4937.25,2132.78,3010.95,1604.83,5578.77,4452.48,4785.9,5937.03,3672.7,2662.29,1857.44,2886.52,2767.53,6152.21
443,5451.78,3181.54,4478.15,5734.62,4757.99,1191.33,4948.68,2137.74,3018.28,1609.17,5591.96,4463.72,4798.16,5952.54,3682.53,2669.17,1862.56,2894.3,2774.92,6169.09
444,5464.33,3188.49,4487.89,5747.51,4769.21,1194.33,4960.79,2142.32,3026.03,1613.16,5606.15,4475.22,4809.84,5967.48,3691.54,2675.43,1867.07,2902.32,2781.53,6185.33
445,5477.33,3195.17,4498.78,5761,4779.84,1196.47,4972.4,2147.72,3032.73,1617.3,5619.33,4486.26,4822.25,5983.08,3701.64,2682.21,1872.37,2910.24,2789.1,6202.44
446,5490.2,3202.99,4509.3,5773.88,4790.83,1198.97,4983.9,2152.84,3040.01,1620.66,5632.41,4497.61,4834.24,5997.5,3711.31,2688.52,1876.56,2917.54,2796.69,6219.41
447,5503.16,3210.06,4519.21,5787.7,4802.45,1202.12,4995.65,2157.82,3047.21,1624.35,5645.96,4507.96,4845.68,6012.69,3720.8,2695.82,1880.94,2925.26,2803.63,6235.81
448,5515.19,3217.67,4529.08,5800.56,4813.73,1204.92,5007.76,2163.4,3054.24,1627.91,5659.09,4519.32,4857.87,6027.25,3730,2702,1885.21,2933.27,2810.64,6251.73
449,5527.09,3224.78,4539.78,5813.9,4824.49,1207.92,5019.39,2168.56,3061.56,1632.02,5672.72,4530.42,4870.24,6042.09,3738.86,2709.16,1889.99,2940.63,2818.18,6268.78
450,5539.9,3232.04,4549.87,5826.89,4835.66,1210.12,5030.9,2173.1,3068.52,1636.33,5686.97,4541.92,4881.92,6057.58,3748.62,2715.34,1894.33,2947.8,2825.76,6284.66
451,5552.16,3239.26,4560.65,5839.91,4847.36,1212.9,5042.34,2177.67,3076.22,1639.7,5700.18,4552.92,4893.73,6073.17,3758.61,2722.56,1899.34,2954.75,2833.19,6301.71
452,5564.54,3246.78,4570.56,5852.75,4857.93,1216.13,5054.24,2182.19,3082.91,1644.14,5714.37,4564.39,4905.5,6088.81,3767.85,2729.65,1904.28,2961.98,2839.81,6317.56
453,5576.39,3253.69,4581.28,5865.76,4869.57,1218.5,5066.07,2187.17,3090.2,1647.98,5728.01,4575.51,4917.86,6104.36,3777.75,2736.41,1908.89,2968.74,2847.17,6333.47
454,5588.29,3260.89,4591,5878.51,4880.49,1221.16,5078.18,2192.28,3097.72,1651.84,5741.25,4586.64,4929.92,6119.59,3786.82,2742.86,1913.57,2975.8,2854.61,6350.15
455,5600.06,3268.2,4601.12,5891.49,4891.68,1224.39,5090.34,2197.17,3105.01,1655.82,5754.82,4597.07,4942.07,6134.18,3796.04,2750.11,1917.84,2982.69,2862.17,6367.08
456,5612.65,3275.89,4610.9,5905.28,4902.82,1227.65,5102.44,2202.69,3112.76,1659.7,5768.72,4607.71,4954.29,6148.59,3805.69,2756.35,1922.55,2989.76,2868.99,6383.73
457,5625.05,3283.58,4621.12,5918.26,4913.97,1230.33,5113.84,2207.48,3120.21,1664.02,5782.02,4618.91,4966.02,6163.26,3815.51,2762.6,1926.84,2997.73,2876.44,6400.47
458,5637.94,3290.55,4630.86,5931.86,4925.16,1232.61,5125.34,2212.99,3128.05,1668.31,5795.11,4629.47,4978.15,6178.67,3825.35,2768.97,1930.94,3005.15,2883.2,6417.21
459,5650.21,3297.74,4640.64,5944.93,4936.42,1235.24,5136.53,2218.55,3135.59,1672.57,5809.16,4639.94,4989.95,6193.26,3834.2,2776.16,1935.62,3012.72,2890.5,6433.56
460,5662.02,3304.94,4651.5,5957.75,4947,1237.96,5148.83,2223.88,3143.28,1676.58,5822.34,4650.26,5001.21,6208.47,3843.17,2783.13,1939.95,3019.9,2898.13,6449.83
461,5673.93,3312.22,4661.85,5970.53,4958.36,1240.8,5160.1,2229.18,3150.66,1679.79,5835.73,4661.3,5013.25,6223.68,3852.53,2789.29,1944.64,3027.94,2905.78,6466.35
462,5686.77,3319.06,4672.13,5983.27,4969.85,1244.18,5171.4,2233.9,3157.57,1683.31,5848.82,4671.94,5025.06,6239.3,3861.42,2795.45,1949.65,3035.34,2913.43,6482.84
463,5698.64,3326.16,4681.83,5996.31,4981.2,1246.76,5183.23,2239.43,3164.55,1686.83,5862.74,4683.49,5036.4,6254.5,3870.4,2802.01,1954.59,3042.12,2920.69,6498.79
464,5710.83,3332.79,4692.02,6008.99,4992.87,1249.37,5194.64,2244.43,3171.99,1690.78,5876.32,4694.88,5048.81,6269.09,3880.21,2809.19,1959.35,3049.36,2928.3,6515.82
465,5723.32,3339.8,4702.61,6022.63,5003.66,1252.59,5206.4,2249.66,3178.66,1694.51,5890.18,4705.59,5061.12,6283.77,3889.98,2816.44,1964.33,3056.7,2935.05,6531.91
466,5735.17,3347.04,4713.03,6036.14,5015.06,1255.36,5218.25,2254.83,3185.29,1698.57,5903.47,4717.15,5073.04,6298.23,3899.94,2822.87,1969.08,3063.71,2941.71,6548.53
467,5748.07,3353.71,4722.92,6049.38,5026.5,1257.95,5230.19,2259.57,3192.64,1702.5,5917.41,4727.7,5085.48,6312.92,3908.86,2829.8,1974.05,3071.47,2948.81,6564.64
468,5761,3361.13,4732.63,6062.98,5037.71,1260.51,5241.64,2264.83,3200.3,1705.81,5931.23,4738.36,5097.79,6328.58,3918.53,2836.83,1978.89,3078.24,2956.51,6580.75
469,5773.8,3368.47,4742.84,6076.28,5049.12,1263.48,5253.97,2270.45,3207.93,1710.25,5944.89,4749.91,5109.15,6343.65,3927.39,2844.1,1983.39,3085.74,2964.11,6597.88
470,5785.54,3376.26,4753.53,6090.19,5060.36,1266.05,5265.14,2275.77,3215.35,1714.07,5958.54,4761.4,5121.52,6358.32,3937.27,2850.68,1988.2,3092.84,2971.23,6613.96
471,5798.42,3383.74,4763.37,6103.76,5071.04,1268.91,5277.51,2280.21,3222.07,1717.89,5972.12,4772.19,5133.64,6373.13,3946.3,2857.6,1993.07,3099.67,2978.68,6629.98
472,5810.76,3390.61,4774.01,6117.56,5081.83,1271.75,5288.91,2285.31,3229.77,1721.54,5985.61,4783.46,5145.21,6388.56,3956.04,2863.85,1997.22,3107.7,2985.79,6646.54
473,5823.56,3397.36,4784.61,6130.31,5093.42,1275.06,5301.33,2290.67,3237.41,1725.16,5999.06,4793.96,5157.65,6403.31,3965.78,2870.76,2002.24,3115.71,2992.98,6663.58
474,5836,3404.3,4795.07,6143.43,5104.35,1277.42,5313.66,2295.28,3244.87,1728.41,6013.23,4804.97,5169.55,6418.11,3974.72,2877.82,2007.07,3123.25,3000.33,6680.31
475,5847.79,3411.09,4805.09,6156.47,5115.33,1280.76,5325.6,2300.02,3252.38,1731.82,6027.09,4815.51,5181.48,6432.6,3984.21,2884.85,2011.73,3130.4,3007.87,6696.39
476,5860.18,3418.24,4815.02,6169.83,5125.99,1283.67,5337.06,2305.47,3259.25,1735.64,6041.34,4826.1,5193.79,6447.02,3993.27,2891.58,2016.53,3137.47,3014.79,6712.88
477,5872.84,3425.11,4825.75,6182.95,5137.62,1286.55,5349.14,2310.02,3266.17,1739.5,6055.61,4836.61,5205.67,6461.71,4003.13,2898.08,2020.9,3145.36,3022.23,6729.31
478,5884.88,3432.98,4835.81,6195.88,5148.92,1289.66,5360.36,2314.72,3273.08,1744,6069.76,4847.77,5217.07,6477.1,4012.13,2905.41,2025.74,3152.62,3029.72,6746.14
479,5897.04,3440,4846.54,6209.66,5160.3,1291.79,5371.93,2319.37,3280.54,1747.19,6082.96,4858.17,5228.93,6492.2,4021.07,2911.78,2030.1,3160.12,3036.38,6763.1
480,5909.69,3446.95,4857.22,6223.41,5171.67,1294.36,5383.61,2324.5,3287.28,1750.61,6097.15,4868.59,5241,6506.95,4030.9,2918.36,2034.67,3167.6,3043.72,6780
481,5921.43,3454.37,4867,6237.32,5182.62,1296.94,5395.76,2329.81,3293.99,1753.82,6111.07,4879.65,5253.37,6522.17,4040.51,2924.67,2038.88,3174.93,3051.24,6796.93
482,5934.2,3461.44,4877.23,6250.83,5193.21,1300.02,5407.41,2335.28,3300.71,1758.16,6124.3,4890.41,5265.1,6537.1,4050.53,2931.09,2043.36,3181.78,3057.9,6813.55
483,5947.01,3469.05,4887.68,6264.38,5204.16,1303.08,5419.78,2339.76,3308.2,1762.63,6137.32,4901.46,5277.02,6551.51,4060.47,2937.86,2048.62,3189.09,3064.53,6829.71
484,5959.97,3476.95,4897.47,6277.12,5215.51,1305.38,5431.08,2345.21,3315.14,1766.77,6151.16,4912.75,5288.73,6566.96,4070.35,2944.5,2053.42,3196.42,3072.14,6845.67
485,5972.92,3484.34,4907.07,6290.5,5227.04,1308.62,5442.89,2349.81,3322.83,1770.1,6165.23,4923.26,5300.13,6581.54,4079.23,2950.82,2058.57,3204.03,3079.48,6862.47
486,5984.79,3492.19,4916.7,6304.36,5237.58,1311.54,5454.53,2355.19,3330.1,1774.52,6179.16,4934.67,5311.85,6597,4088.94,2956.96,2063.81,3211.76,3087.07,6879.28
487,5997.8,3499.62,4927.46,6317.42,5249.23,1314.14,5466.67,2360.74,3336.82,1778.45,6193.34,4945.17,5323.03,6611.67,4097.87,2963.51,2068.66,3218.87,3094.74,6895.76
488,6010.3,3506.29,4936.93,6330.74,5260.3,1316.76,5478.65,2365.84,3344.28,1782.14,6206.66,4956.62,5334.31,6626.73,4107.65,2970.05,2073.83,3226.1,3101.39,6912.8
489,6023.09,3513.68,4947.31,6343.84,5271.37,1319.97,5490.63,2370.77,3351.39,1785.53,6220.8,4967.34,5345.88,6641.51,4117.26,2976.21,2078.88,3233.32,3108.55,6929.1
490,6035.12,3520.77,4958.09,6357.3,5283.09,1322.66,5502.27,2375.36,3358.21,1789.14,6234.88,4978.49,5357.51,6656.37,4126.57,2982.42,2083.67,3240.15,3115.57,6945.71
491,6047.76,3528.21,4968.84,6370.67,5293.83,1325.04,5513.83,2380.09,3365.63,1793.06,6248.14,4989.95,5369.46,6670.77,4135.71,2988.77,2088.75,3247.23,3122.58,6962.58
492,6060.23,3536.06,4979.63,6384.21,5305.17,1328.11,5526.22,2385.07,3372.27,1796.95,6262.39,5000.53,5381.28,6685.82,4144.63,2996.1,2093.19,3255.23,3129.21,6979.03
493,6072.12,3542.74,4989.44,6397.69,5316.69,1331.02,5538,2390.11,3379.56,1800.32,6276.18,5011.41,5392.74,6700.19,4153.97,3002.94,2098.28,3263,3136.33,6995.9
494,6084.35,3550.48,5000.2,6411.01,5327.5,1333.77,5549.3,2394.83,3387.13,1804.04,6290.42,5022.71,5404.91,6714.96,4163.97,3010.31,2102.44,3270.79,3143.39,7012.09
495,6096.82,3557.13,5009.89,6424.79,5338.21,1336.25,5561.59,2400.13,3394.34,1808.21,6304.57,5034,5417.29,6730.4,4173.73,3017.43,2107.21,3277.93,3150,7028.09
496,6109.38,3564.31,5020.06,6438.21,5349.55,1338.6,5573.2,2404.59,3401.91,1811.89,6317.84,5044.82,5429.66,6744.94,4183.35,3024.76,2111.73,3285.16,3157.15,7043.98
497,6121.44,3571.28,5029.82,6451.87,5360.38,1340.78,5585.32,2409.59,3408.51,1816.3,6330.94,5056.11,5441.43,6759.51,4192.69,3031.9,2115.85,3292.91,3164.65,7060.64
498,6133.78,3578.42,5039.71,6464.97,5371.64,1343.77,5596.55,2414.2,3415.84,1819.81,6345.1,5066.96,5453.76,6775,4201.58,3038.65,2120.84,3300.91,3172.3,7077.76
499,6146.11,3585.7,5049.53,6477.97,5383.41,1346.14,5608.3,2418.75,3422.59,1823.01,6359.11,5078,5465.92,6789.59,4211.35,3045.18,2125.54,3308.04,3179.74,7094.79
500,6158.32,3592.72,5059.44,6490.86,5394.41,1348.9,5619.5,2424,3429.23,1826.77,6372.86,5089.52,5478.29,6803.99,4220.25,3052.2,2129.92,3315.2,3186.45,7111.19
501,6171.24,3600.12,5069.49,6504.75,5405.1,1351.75,5631.33,2429.56,3436.95,1830.78,6386.03,5100.37,5489.7,6818.94,4230.17,3059.4,2134.7,3321.98,3193.97,7128.33
502,6183.82,3607.71,5080.1,6518.67,5416.31,1354.39,5643.34,2435,3444.01,1833.99,6400.07,5111.38,5501.64,6833.7,4240.27,3066.62,2139.53,3329.54,3200.95,7144.38
503,6196.55,3615.57,5090.21,6532.43,5427.6,1357.04,5655.3,2440.46,3451.51,1837.57,6413.44,5122.66,5513.5,6848.86,4250.31,3073.42,2143.97,3337.32,3208.19,7160.78
504,6209.07,3622.93,5099.95,6546.22,5438.16,1359.72,5667.63,2445.23,3459.36,1841.2,6426.6,5133.73,5525.34,6863.67,4259.15,3079.74,2148.24,3344.54,3215.72,7177.48
505,6221.11,3630.34,5109.95,6559.94,5449.15,1362.76,5679.76,2450.55,3466.39,1845.6,6440.73,5145.08,5537.28,6878.4,4268.41,3086.3,2153.43,3351.93,3222.74,7194.19
506,6232.99,3637.02,5120.33,6573.81,5460.51,1366.03,5691.27,2455.9,3473.03,1849.88,6454.46,5156.23,5549.35,6892.88,4277.24,3093.34,2157.83,3359.74,3230.17,7210.24
507,6245.01,3644.56,5130.38,6587.36,5471.74,1369.05,5703.03,2461.1,3480.01,1854.12,6467.7,5167.39,5560.65,6907.98,4286.12,3099.91,2163,3367.2,3237.52,7226.41
508,6257.13,3651.33,5140.46,6600.85,5482.52,1372.27,5715.44,2465.78,3486.99,1858.09,6481.43,5177.71,5571.96,6922.98,4295.67,3106.44,2167.55,3374.4,3244.14,7242.29
509,6269.06,3658.27,5150.46,6614.39,5493.52,1375.16,5726.9,2470.24,3494.77,1861.43,6495,5188.03,5583.15,6937.94,4304.92,3113.68,2172.75,3382.06,3251.22,7258.65
510,6282,3666.14,5160.28,6628.22,5504.27,1377.85,5738.43,2475.79,3501.63,1865.56,6508.08,5199.04,5594.77,6953.03,4314.12,3120.66,2177.63,3388.89,3258.18,7274.8
511,6294.38,3674,5170.07,6641.86,5515.75,1381.2,5750.45,2480.39,3508.61,1869.63,6522.12,5209.56,5606.26,6968.09,4324.01,3127.35,2182.36,3396.91,3265.55,7291.32
512,6306.64,3681.12,5180.1,6654.81,5526.45,1383.45,5761.65,2485.91,3516.18,1872.92,6536.16,5220.06,5618.08,6983.16,4332.91,3134,2186.72,3404.73,3272.22,7307.96
513,6319.06,3687.75,5190.07,6668.39,5537.94,1386.13,5773.35,2491.47,3524.01,1876.88,6550.46,5230.54,5630.09,6998.53,4342.46,3141.14,2190.94,3412.19,3279.83,7324.48
514,6331.39,3695.44,5200.48,6682.01,5548.69,1389.28,5784.96,2496.05,3531.19,1881.02,6564.31,5241.5,5642.48,7013.1,4352.41,3148.18,2195.38,3419.85,3286.86,7340.43
515,6344.27,3702.33,5210.89,6695.6,5560.25,1391.4,5796.44,2501.32,3537.8,1884.4,6577.38,5253,5654.64,7027.59,4362.5,3155.57,2200.42,3426.96,3293.54,7357.5
516,6357.26,3709.57,5221.44,6709.25,5570.92,1393.66,5808.59,2505.74,3545.12,1888.33,6591.11,5264.36,5666.34,7043.14,4371.67,3162.3,2204.67,3434.33,3301,7373.53
517,6370.02,3717.06,5232.3,6722.78,5582,1396.7,5820,2511.39,3551.98,1892.8,6604.72,5274.69,5678.63,7057.51,4381.24,3168.91,2209.52,3441.48,3307.75,7390.52
