time_stamp,veh_0,veh_1,veh_2,veh_3,veh_4,veh_5,veh_6,veh_7,veh_8,veh_9,veh_10,veh_11,veh_12,veh_13,veh_14,veh_15,veh_16,veh_17,veh_18,veh_19
812,"['11.76', '10019.42']","['7.37', '5847.26']","['10.71', '8276.67']","['12.83', '10658.07']","['11.73', '8862.04']","['2.44', '2206.94']","['11.69', '9296.73']","['5.19', '4012.11']","['6.85', '5683.4']","['3.8', '3024.65']","['13.04', '10625.51']","['10.73', '8497.38']","['11.45', '9161.38']","['14.96', '11488.05']","['9.82', '7170.42']","['6.88', '5164.02']","['5.26', '3614.77']","['7.31', '5614.65']","['6.62', '5420.72']","['16.21', '12251.86']"
813,"['12.63', '10032.05']","['7.42', '5854.69']","['10.05', '8286.72']","['12.93', '10671']","['10.75', '8872.8']","['2.6', '2209.53']","['11.25', '9307.98']","['4.41', '4016.52']","['6.65', '5690.04']","['3.73', '3028.38']","['13.07', '10638.59']","['10.92', '8508.3']","['11.52', '9172.91']","['14.83', '11502.88']","['9.74', '7180.16']","['6.39', '5170.41']","['4.6', '3619.38']","['7.71', '5622.36']","['6.58', '5427.29']","['16.56', '12268.42']"
814,"['12.2', '10044.25']","['6.87', '5861.56']","['9.79', '8296.51']","['12.83', '10683.83']","['11.3', '8884.1']","['2.84', '2212.38']","['12.01', '9319.99']","['4.44', '4020.96']","['7.32', '5697.36']","['3.7', '3032.08']","['13.73', '10652.32']","['10.53', '8518.83']","['11.87', '9184.78']","['15.31', '11518.19']","['9.45', '7189.61']","['7.36', '5177.77']","['4.1', '3623.48']","['8.03', '5630.39']","['6.9', '5434.2']","['15.87', '12284.29']"
815,"['12.14', '10056.39']","['7.3', '5868.86']","['10.58', '8307.09']","['13.36', '10697.19']","['10.79', '8894.88']","['2.48', '2214.85']","['11.16', '9331.15']","['5.11', '4026.07']","['7.06', '5704.42']","['4.35', '3036.43']","['13.17', '10665.49']","['11.09', '8529.91']","['12.39', '9197.17']","['14.57', '11532.75']","['9.21', '7198.82']","['7.04', '5184.8']","['5.32', '3628.8']","['7.35', '5637.74']","['7.16', '5441.35']","['16.69', '12300.98']"
816,"['12.44', '10068.83']","['7.51', '5876.37']","['10.75', '8317.83']","['13.12', '10710.31']","['11.1', '8905.98']","['2.77', '2217.63']","['11.64', '9342.79']","['4.57', '4030.64']","['7.46', '5711.88']","['3.9', '3040.34']","['13.18', '10678.67']","['11.39', '8541.3']","['11.34', '9208.51']","['15.18', '11547.93']","['9.97', '7208.79']","['6.46', '5191.26']","['4.45', '3633.25']","['7.22', '5644.96']","['7.37', '5448.72']","['16.58', '12317.56']"
817,"['12.22', '10081.05']","['7.05', '5883.42']","['10.77', '8328.61']","['13', '10723.31']","['11.55', '8917.53']","['3.22', '2220.84']","['12.22', '9355.01']","['5.54', '4036.18']","['6.74', '5718.62']","['4.2', '3044.54']","['13.99', '10692.66']","['10.89', '8552.19']","['11.95', '9220.46']","['14.81', '11562.74']","['9.13', '7217.92']","['6.74', '5198']","['4.52', '3637.77']","['7.41', '5652.36']","['6.73', '5455.45']","['15.97', '12333.53']"
818,"['11.92', '10092.97']","['7.39', '5890.81']","['10.05', '8338.66']","['13.43', '10736.74']","['11.58', '8929.12']","['2.92', '2223.76']","['11.91', '9366.92']","['5.65', '4041.83']","['7.37', '5725.99']","['4.17', '3048.71']","['13.96', '10706.63']","['10.55', '8562.74']","['12.36', '9232.82']","['14.96', '11577.7']","['9.75', '7227.67']","['6.3', '5204.3']","['4.29', '3642.06']","['7.83', '5660.19']","['7.41', '5462.86']","['16.44', '12349.97']"
819,"['12.25', '10105.22']","['6.84', '5897.65']","['10.81', '8349.47']","['13.8', '10750.54']","['10.53', '8939.65']","['3.21', '2226.97']","['11.36', '9378.29']","['4.65', '4046.48']","['7.3', '5733.29']","['3.26', '3051.97']","['13.62', '10720.25']","['10.84', '8573.58']","['12.17', '9244.99']","['15.44', '11593.14']","['8.96', '7236.63']","['7.22', '5211.52']","['4.4', '3646.46']","['7.99', '5668.18']","['7.02', '5469.88']","['16.93', '12366.9']"
820,"['12.22', '10117.44']","['7.47', '5905.11']","['10.77', '8360.24']","['12.73', '10763.27']","['11.75', '8951.4']","['2.39', '2229.37']","['11.16', '9389.44']","['5.48', '4051.96']","['7.25', '5740.55']","['4.15', '3056.12']","['13.59', '10733.84']","['11.57', '8585.15']","['12.19', '9257.18']","['14.61', '11607.75']","['9.8', '7246.43']","['6.56', '5218.08']","['4.2', '3650.66']","['7.73', '5675.91']","['6.69', '5476.57']","['17.03', '12383.93']"
821,"['11.94', '10129.38']","['6.81', '5911.92']","['10.12', '8370.35']","['13.66', '10776.93']","['11.53', '8962.93']","['2.61', '2231.98']","['12.24', '9401.69']","['5.11', '4057.07']","['7.34', '5747.89']","['4.47', '3060.59']","['13.53', '10747.38']","['11.6', '8596.75']","['11.66', '9268.84']","['15.65', '11623.41']","['9.13', '7255.56']","['6.55', '5224.63']","['4.1', '3654.75']","['7.4', '5683.31']","['7.77', '5484.33']","['16.45', '12400.38']"
822,"['12.83', '10142.21']","['7.7', '5919.62']","['10.7', '8381.05']","['13.38', '10790.31']","['10.98', '8973.91']","['2.59', '2234.57']","['11.34', '9413.03']","['5.19', '4062.25']","['7.08', '5754.97']","['3.54', '3064.13']","['14.09', '10761.47']","['11.09', '8607.84']","['11.22', '9280.07']","['14.94', '11638.35']","['9.07', '7264.64']","['6.58', '5231.21']","['4.5', '3659.26']","['6.84', '5690.15']","['7.07', '5491.4']","['17.08', '12417.46']"
823,"['12.24', '10154.45']","['6.62', '5926.24']","['10.28', '8391.33']","['13.38', '10803.7']","['10.72', '8984.63']","['2.68', '2237.25']","['12.18', '9425.21']","['4.94', '4067.19']","['7.64', '5762.61']","['3.41', '3067.54']","['13.7', '10775.17']","['10.44', '8618.28']","['12.4', '9292.46']","['15.44', '11653.79']","['9.79', '7274.43']","['6.72', '5237.93']","['4.67', '3663.93']","['7.06', '5697.21']","['6.63', '5498.03']","['16.89', '12434.35']"
824,"['11.74', '10166.2']","['7.88', '5934.13']","['10.11', '8401.44']","['13.89', '10817.59']","['11.13', '8995.76']","['2.6', '2239.85']","['11.61', '9436.82']","['4.62', '4071.82']","['6.79', '5769.4']","['4.39', '3071.94']","['13.18', '10788.35']","['10.74', '8629.03']","['11.94', '9304.4']","['15.09', '11668.88']","['9.19', '7283.62']","['6.3', '5244.23']","['4.83', '3668.76']","['6.86', '5704.07']","['6.61', '5504.64']","['16.52', '12450.87']"
825,"['12.4', '10178.6']","['7.03', '5941.16']","['9.88', '8411.32']","['13.59', '10831.18']","['10.7', '9006.46']","['2.75', '2242.59']","['12.17', '9448.98']","['5.35', '4077.17']","['7.08', '5776.48']","['4.4', '3076.34']","['13.85', '10802.19']","['11.08', '8640.1']","['11.8', '9316.19']","['14.74', '11683.62']","['9.99', '7293.61']","['6.51', '5250.74']","['5.26', '3674.02']","['7.13', '5711.2']","['7.79', '5512.43']","['17.13', '12468']"
826,"['12.23', '10190.83']","['6.93', '5948.09']","['10.88', '8422.2']","['13.15', '10844.33']","['10.96', '9017.41']","['3.33', '2245.92']","['12.22', '9461.2']","['4.81', '4081.98']","['7.22', '5783.7']","['4.21', '3080.55']","['13.63', '10815.82']","['10.8', '8650.9']","['11.67', '9327.86']","['14.56', '11698.18']","['10.11', '7303.72']","['7.03', '5257.76']","['5.13', '3679.15']","['7.21', '5718.41']","['7.29', '5519.71']","['17.08', '12485.08']"
827,"['12.67', '10203.5']","['7.19', '5955.29']","['10.18', '8432.37']","['13.57', '10857.9']","['11.67', '9029.08']","['3.28', '2249.2']","['11.98', '9473.18']","['4.75', '4086.73']","['7.16', '5790.85']","['3.96', '3084.51']","['14.26', '10830.08']","['10.4', '8661.3']","['11.58', '9339.44']","['14.56', '11712.74']","['10.04', '7313.77']","['7.21', '5264.97']","['4.22', '3683.37']","['7.65', '5726.06']","['7.51', '5527.22']","['16.48', '12501.56']"
828,"['12.56', '10216.06']","['7.84', '5963.13']","['10.9', '8443.27']","['12.84', '10870.74']","['11.12', '9040.2']","['3.26', '2252.45']","['11.62', '9484.8']","['5.1', '4091.83']","['7.34', '5798.19']","['3.44', '3087.95']","['13.35', '10843.42']","['11.49', '8672.79']","['11.8', '9351.24']","['15.66', '11728.4']","['8.85', '7322.62']","['6.65', '5271.62']","['5.1', '3688.47']","['7.03', '5733.09']","['7.07', '5534.29']","['16.63', '12518.19']"
829,"['12.45', '10228.51']","['7.41', '5970.54']","['9.8', '8453.07']","['12.71', '10883.45']","['11.53', '9051.74']","['3.36', '2255.81']","['11.24', '9496.04']","['4.63', '4096.46']","['7.74', '5805.93']","['3.5', '3091.46']","['13.1', '10856.53']","['10.92', '8683.71']","['11.53', '9362.77']","['15.04', '11743.44']","['9.84', '7332.46']","['6.35', '5277.98']","['5.3', '3693.77']","['7.86', '5740.94']","['7.32', '5541.61']","['16.08', '12534.27']"
830,"['12.17', '10240.68']","['7.61', '5978.15']","['10.36', '8463.44']","['13.46', '10896.91']","['11.01', '9062.74']","['2.59', '2258.4']","['11.52', '9507.56']","['5.02', '4101.49']","['7.07', '5813']","['4.22', '3095.68']","['13.79', '10870.31']","['10.93', '8694.63']","['11.79', '9374.56']","['14.88', '11758.32']","['9.41', '7341.87']","['6.39', '5284.37']","['4.43', '3698.2']","['7.65', '5748.6']","['7.22', '5548.83']","['15.85', '12550.11']"
831,"['12.82', '10253.51']","['7.03', '5985.18']","['10.35', '8473.79']","['13.41', '10910.32']","['10.73', '9073.48']","['2.46', '2260.86']","['11.27', '9518.83']","['4.67', '4106.15']","['6.93', '5819.93']","['4.21', '3099.88']","['13.1', '10883.41']","['11', '8705.63']","['11.86', '9386.42']","['14.86', '11773.18']","['9.71', '7351.58']","['7.24', '5291.6']","['5.14', '3703.34']","['6.96', '5755.56']","['6.98', '5555.81']","['16.46', '12566.57']"
832,"['12.16', '10265.67']","['7.19', '5992.37']","['10.47', '8484.25']","['13.09', '10923.41']","['10.92', '9084.4']","['3.14', '2264']","['11.86', '9530.69']","['5.05', '4111.21']","['6.74', '5826.67']","['4.29', '3104.17']","['13.07', '10896.48']","['11.55', '8717.18']","['11.69', '9398.11']","['15.26', '11788.44']","['8.92', '7360.5']","['7.15', '5298.75']","['4.69', '3708.03']","['7.3', '5762.86']","['7.76', '5563.57']","['16.8', '12583.37']"
833,"['12', '10277.68']","['7.78', '6000.15']","['10.54', '8494.8']","['13.55', '10936.96']","['10.68', '9095.08']","['3.21', '2267.21']","['11.44', '9542.13']","['4.93', '4116.14']","['7.21', '5833.88']","['4.46', '3108.63']","['14.2', '10910.68']","['11.11', '8728.28']","['11.26', '9409.36']","['14.56', '11803']","['9.84', '7370.34']","['6.53', '5305.28']","['5.21', '3713.24']","['6.78', '5769.64']","['6.59', '5570.16']","['16.05', '12599.42']"
834,"['12.66', '10290.34']","['7.65', '6007.8']","['10.67', '8505.47']","['13.6', '10950.56']","['10.74', '9105.82']","['2.59', '2269.8']","['11.28', '9553.41']","['4.6', '4120.74']","['7.77', '5841.66']","['4.25', '3112.88']","['13.66', '10924.34']","['10.89', '8739.17']","['11.48', '9420.85']","['14.79', '11817.79']","['9.93', '7380.26']","['6.29', '5311.56']","['5.1', '3718.35']","['7.86', '5777.5']","['7.48', '5577.65']","['17', '12616.42']"
835,"['11.92', '10302.25']","['7.32', '6015.12']","['9.73', '8515.19']","['13.19', '10963.75']","['10.95', '9116.77']","['2.96', '2272.76']","['11.67', '9565.08']","['5.05', '4125.79']","['7.58', '5849.24']","['4.37', '3117.25']","['14.03', '10938.37']","['10.75', '8749.92']","['11.7', '9432.54']","['14.46', '11832.25']","['9.16', '7389.42']","['7.15', '5318.71']","['4.23', '3722.58']","['7.17', '5784.67']","['7.59', '5585.23']","['15.96', '12632.38']"
836,"['11.74', '10313.99']","['7.03', '6022.16']","['10.77', '8525.96']","['12.89', '10976.64']","['11.4', '9128.18']","['2.22', '2274.98']","['11.97', '9577.05']","['4.46', '4130.25']","['6.76', '5856']","['3.9', '3121.14']","['14.25', '10952.62']","['10.9', '8760.82']","['11.91', '9444.45']","['15.03', '11847.28']","['9.16', '7398.58']","['6.2', '5324.91']","['4.8', '3727.38']","['6.83', '5791.5']","['7.21', '5592.44']","['16.27', '12648.65']"
837,"['12.46', '10326.45']","['6.98', '6029.13']","['10.85', '8536.81']","['13.59', '10990.23']","['10.74', '9138.92']","['3.15', '2278.13']","['11.45', '9588.5']","['5.56', '4135.82']","['7.83', '5863.83']","['3.7', '3124.84']","['13.13', '10965.75']","['10.93', '8771.75']","['11.35', '9455.8']","['14.68', '11861.97']","['9.64', '7408.22']","['6.24', '5331.15']","['5.12', '3732.49']","['7.27', '5798.77']","['7.77', '5600.21']","['16.03', '12664.68']"
838,"['12.53', '10338.98']","['7.06', '6036.2']","['10.46', '8547.27']","['13.13', '11003.36']","['11.51', '9150.43']","['2.48', '2280.6']","['11.53', '9600.04']","['5.13', '4140.95']","['7.14', '5870.97']","['4.32', '3129.16']","['13.47', '10979.22']","['11.4', '8783.14']","['11.19', '9466.99']","['15.39', '11877.36']","['9.05', '7417.26']","['6.74', '5337.89']","['4.15', '3736.64']","['7.75', '5806.52']","['6.61', '5606.82']","['16.56', '12681.23']"
839,"['12.64', '10351.62']","['7.09', '6043.29']","['9.96', '8557.23']","['13.19', '11016.55']","['11.58', '9162.01']","['2.79', '2283.39']","['11.45', '9611.49']","['4.67', '4145.62']","['7.09', '5878.07']","['3.83', '3132.98']","['13.89', '10993.12']","['10.59', '8793.73']","['11.56', '9478.54']","['14.42', '11891.78']","['9.98', '7427.24']","['7.05', '5344.94']","['4.82', '3741.47']","['7', '5813.53']","['6.97', '5613.79']","['16.12', '12697.36']"
840,"['12.93', '10364.54']","['7.85', '6051.14']","['9.89', '8567.12']","['12.83', '11029.38']","['10.66', '9172.67']","['2.5', '2285.9']","['11.22', '9622.71']","['5.31', '4150.93']","['7.72', '5885.78']","['3.9', '3136.88']","['12.97', '11006.09']","['10.61', '8804.35']","['11.27', '9489.81']","['14.49', '11906.27']","['9.22', '7436.46']","['7.37', '5352.31']","['4.4', '3745.86']","['7.88', '5821.41']","['7.41', '5621.21']","['16.05', '12713.41']"
841,"['12.57', '10377.11']","['7.75', '6058.89']","['10.47', '8577.59']","['13.43', '11042.81']","['11.52', '9184.19']","['2.21', '2288.11']","['12.39', '9635.1']","['4.83', '4155.75']","['7.85', '5893.63']","['4.22', '3141.1']","['13.32', '11019.41']","['10.35', '8814.69']","['11.6', '9501.41']","['15.22', '11921.49']","['9.68', '7446.13']","['7.29', '5359.59']","['4.89', '3750.76']","['6.79', '5828.19']","['6.67', '5627.88']","['16.65', '12730.06']"
842,"['12.29', '10389.4']","['7.85', '6066.74']","['10.38', '8587.97']","['13.26', '11056.08']","['11.33', '9195.52']","['3.4', '2291.51']","['11.86', '9646.96']","['4.78', '4160.53']","['7.29', '5900.92']","['3.66', '3144.77']","['13.71', '11033.12']","['10.49', '8825.19']","['12.01', '9513.43']","['15.54', '11937.02']","['9.43', '7455.57']","['6.8', '5366.4']","['4.61', '3755.37']","['8', '5836.2']","['6.73', '5634.61']","['16.97', '12747.02']"
843,"['12.5', '10401.91']","['7.58', '6074.32']","['9.76', '8597.74']","['13.77', '11069.84']","['11.68', '9207.2']","['2.55', '2294.06']","['11.89', '9658.85']","['5.44', '4165.97']","['7.22', '5908.14']","['3.99', '3148.75']","['13.78', '11046.89']","['10.9', '8836.08']","['12.03', '9525.46']","['15.36', '11952.38']","['10.07', '7465.64']","['6.97', '5373.36']","['4.25', '3759.62']","['7.15', '5843.35']","['6.72', '5641.33']","['16.82', '12763.84']"
844,"['11.72', '10413.63']","['6.8', '6081.12']","['10.68', '8608.42']","['13.85', '11083.69']","['11.67', '9218.87']","['2.48', '2296.55']","['12', '9670.85']","['5.16', '4171.13']","['6.91', '5915.05']","['3.39', '3152.14']","['13.34', '11060.24']","['10.92', '8847']","['11.94', '9537.4']","['15.57', '11967.95']","['9.5', '7475.13']","['6.9', '5380.26']","['4.79', '3764.41']","['6.9', '5850.25']","['7.42', '5648.74']","['16.67', '12780.51']"
845,"['12.18', '10425.81']","['7.61', '6088.73']","['10.43', '8618.85']","['13.54', '11097.24']","['11.61', '9230.48']","['3.05', '2299.59']","['11.49', '9682.35']","['5.18', '4176.31']","['7.63', '5922.68']","['4.47', '3156.62']","['14.08', '11074.32']","['11.23', '8858.23']","['11.59', '9548.98']","['14.66', '11982.61']","['10.05', '7485.18']","['6.8', '5387.06']","['4.43', '3768.84']","['6.99', '5857.24']","['7.55', '5656.3']","['15.88', '12796.39']"
846,"['12.45', '10438.25']","['7.74', '6096.47']","['10.11', '8628.96']","['13.26', '11110.5']","['11.38', '9241.86']","['3.31', '2302.91']","['11.16', '9693.5']","['5.1', '4181.41']","['7.42', '5930.1']","['3.55', '3160.17']","['12.73', '11087.05']","['10.47', '8868.71']","['11.78', '9560.77']","['14.63', '11997.24']","['9.61', '7494.8']","['7.37', '5394.43']","['4.4', '3773.23']","['7.03', '5864.27']","['6.79', '5663.09']","['16.35', '12812.74']"
847,"['11.88', '10450.13']","['7.19', '6103.66']","['10.53', '8639.49']","['13.74', '11124.24']","['11.36', '9253.22']","['3.26', '2306.17']","['12.4', '9705.9']","['4.64', '4186.05']","['7.4', '5937.5']","['4.25', '3164.41']","['13.24', '11100.29']","['11.15', '8879.85']","['11.55', '9572.31']","['15.26', '12012.5']","['9.71', '7504.5']","['7.19', '5401.62']","['4.51', '3777.74']","['6.8', '5871.08']","['7.82', '5670.91']","['15.85', '12828.59']"
848,"['12.59', '10462.73']","['7.39', '6111.05']","['9.74', '8649.23']","['12.71', '11136.96']","['10.89', '9264.11']","['3.23', '2309.4']","['11.94', '9717.84']","['4.56', '4190.61']","['6.66', '5944.16']","['3.25', '3167.66']","['13.43', '11113.72']","['11.29', '8891.14']","['12.34', '9584.66']","['15.04', '12027.54']","['8.99', '7513.49']","['7.1', '5408.71']","['4.95', '3782.69']","['7.62', '5878.7']","['7.03', '5677.94']","['17.06', '12845.65']"
849,"['12.83', '10475.55']","['7.55', '6118.6']","['10.48', '8659.7']","['13', '11149.96']","['10.92', '9275.04']","['2.94', '2312.34']","['11.53', '9729.37']","['5.6', '4196.22']","['6.76', '5950.92']","['4.16', '3171.82']","['13.26', '11126.98']","['10.58', '8901.73']","['11.73', '9596.39']","['15.07', '12042.61']","['9.8', '7523.29']","['7.21', '5415.92']","['5.17', '3787.87']","['6.82', '5885.52']","['7.43', '5685.37']","['16.49', '12862.13']"
850,"['12.34', '10487.9']","['7.03', '6125.63']","['10.72', '8670.42']","['13.22', '11163.18']","['10.58', '9285.62']","['3.31', '2315.65']","['12.22', '9741.6']","['4.87', '4201.09']","['6.74', '5957.67']","['3.88', '3175.7']","['13.91', '11140.89']","['10.98', '8912.7']","['11.55', '9607.94']","['14.99', '12057.6']","['9.42', '7532.71']","['7.3', '5423.22']","['4.36', '3792.22']","['6.83', '5892.35']","['7.12', '5692.49']","['16.98', '12879.11']"
851,"['12.36', '10500.26']","['7.33', '6132.96']","['10.92', '8681.34']","['13.42', '11176.6']","['10.78', '9296.4']","['2.77', '2318.42']","['12.15', '9753.74']","['5.37', '4206.46']","['7.62', '5965.28']","['3.44', '3179.14']","['13.41', '11154.3']","['10.87', '8923.57']","['12.47', '9620.42']","['14.44', '12072.04']","['9.89', '7542.61']","['6.3', '5429.52']","['5.11', '3797.33']","['8.04', '5900.39']","['6.95', '5699.44']","['16.87', '12895.98']"
852,"['12.93', '10513.19']","['7.33', '6140.29']","['10.32', '8691.66']","['13.39', '11190']","['10.57', '9306.97']","['3.2', '2321.63']","['11.27', '9765.01']","['5.33', '4211.79']","['7.29', '5972.57']","['4.33', '3183.47']","['13.65', '11167.95']","['11.46', '8935.03']","['11.53', '9631.94']","['14.55', '12086.59']","['9.93', '7552.53']","['6.97', '5436.49']","['4.26', '3801.59']","['7.86', '5908.25']","['7.45', '5706.89']","['16.6', '12912.58']"
853,"['11.93', '10525.13']","['6.7', '6146.99']","['10.26', '8701.92']","['13.19', '11203.18']","['11.04', '9318.01']","['2.75', '2324.37']","['11.75', '9776.76']","['5.17', '4216.96']","['7.28', '5979.85']","['3.94', '3187.4']","['13.53', '11181.48']","['10.97', '8946']","['11.61', '9643.55']","['14.73', '12101.32']","['9.28', '7561.82']","['6.48', '5442.97']","['4.69', '3806.28']","['6.81', '5915.06']","['7.04', '5713.93']","['16.46', '12929.04']"
854,"['12.71', '10537.84']","['7.35', '6154.34']","['10.83', '8712.75']","['13.91', '11217.09']","['10.82', '9328.83']","['2.97', '2327.34']","['11.38', '9788.14']","['5.44', '4222.41']","['7.84', '5987.69']","['3.63', '3191.03']","['14.05', '11195.52']","['11.46', '8957.46']","['11.55', '9655.1']","['15.53', '12116.85']","['9.66', '7571.48']","['6.97', '5449.94']","['4.24', '3810.52']","['7.53', '5922.59']","['7.04', '5720.97']","['17.12', '12946.16']"
855,"['12.94', '10550.78']","['6.76', '6161.1']","['10.68', '8723.43']","['12.9', '11229.99']","['10.79', '9339.62']","['3.16', '2330.5']","['12.3', '9800.44']","['4.73', '4227.14']","['6.65', '5994.34']","['4.47', '3195.5']","['14.09', '11209.61']","['11.43', '8968.89']","['11.27', '9666.37']","['14.79', '12131.63']","['10.05', '7581.53']","['6.78', '5456.72']","['4.3', '3814.81']","['7.3', '5929.9']","['7.81', '5728.78']","['16.98', '12963.14']"
856,"['12.12', '10562.9']","['7.04', '6168.14']","['10.59', '8734.02']","['13.81', '11243.8']","['11.61', '9351.23']","['3.1', '2333.61']","['11.83', '9812.27']","['4.78', '4231.92']","['7.55', '6001.9']","['3.21', '3198.7']","['13.38', '11222.99']","['11.52', '8980.41']","['11.97', '9678.34']","['15.37', '12147']","['9.05', '7590.57']","['7.13', '5463.85']","['4.96', '3819.78']","['7.97', '5937.86']","['7.67', '5736.45']","['16.96', '12980.1']"
857,"['12.89', '10575.79']","['7.48', '6175.62']","['10.37', '8744.39']","['13.61', '11257.41']","['11.65', '9362.88']","['3.02', '2336.62']","['12.09', '9824.36']","['4.95', '4236.87']","['6.86', '6008.76']","['4.33', '3203.03']","['13.53', '11236.52']","['10.51', '8990.92']","['12.28', '9690.62']","['15.56', '12162.56']","['9.25', '7599.82']","['7.42', '5471.27']","['5.09', '3824.87']","['6.82', '5944.69']","['6.91', '5743.36']","['16.39', '12996.49']"
858,"['12.96', '10588.75']","['7.09', '6182.71']","['9.74', '8754.12']","['12.72', '11270.13']","['11.41', '9374.29']","['2.11', '2338.73']","['12.3', '9836.65']","['4.43', '4241.3']","['6.67', '6015.42']","['3.87', '3206.9']","['13.95', '11250.47']","['11.15', '9002.06']","['11.65', '9702.27']","['14.75', '12177.31']","['9.47', '7609.29']","['6.15', '5477.42']","['4.29', '3829.16']","['7.65', '5952.33']","['6.8', '5750.16']","['16.9', '13013.39']"
859,"['12.76', '10601.51']","['6.88', '6189.59']","['9.8', '8763.92']","['12.69', '11282.81']","['10.55', '9384.83']","['2.2', '2340.93']","['11.42', '9848.07']","['5.01', '4246.31']","['7.25', '6022.67']","['4.49', '3211.39']","['13.92', '11264.4']","['11.58', '9013.64']","['11.3', '9713.57']","['14.9', '12192.21']","['9.98', '7619.27']","['6.41', '5483.83']","['4.31', '3833.47']","['7.64', '5959.97']","['6.59', '5756.75']","['16.86', '13030.24']"
860,"['12.5', '10614.01']","['6.66', '6196.24']","['10.12', '8774.04']","['13.84', '11296.65']","['11.59', '9396.43']","['2.4', '2343.33']","['11.87', '9859.94']","['4.72', '4251.03']","['6.97', '6029.65']","['3.63', '3215.02']","['13.98', '11278.38']","['11.54', '9025.18']","['11.94', '9725.51']","['15.59', '12207.8']","['9.99', '7629.26']","['7.1', '5490.93']","['5.37', '3838.84']","['7.04', '5967.01']","['6.87', '5763.62']","['16.85', '13047.09']"
861,"['12.63', '10626.64']","['7.45', '6203.7']","['10.25', '8784.29']","['12.83', '11309.48']","['11.23', '9407.66']","['3.39', '2346.72']","['12.16', '9872.09']","['5.5', '4256.52']","['7.22', '6036.87']","['4.17', '3219.19']","['13.06', '11291.43']","['10.98', '9036.15']","['12.04', '9737.55']","['14.89', '12222.69']","['9.4', '7638.66']","['6.98', '5497.91']","['4.92', '3843.77']","['8.02', '5975.02']","['7.78', '5771.4']","['15.9', '13062.99']"
862,"['12.25', '10638.89']","['7.49', '6211.19']","['9.94', '8794.23']","['13.33', '11322.81']","['10.67', '9418.32']","['3.13', '2349.85']","['11.49', '9883.59']","['5.03', '4261.55']","['6.99', '6043.86']","['3.93', '3223.12']","['13.6', '11305.03']","['10.44', '9046.59']","['11.72', '9749.26']","['14.64', '12237.33']","['10.1', '7648.76']","['6.91', '5504.81']","['4.59', '3848.35']","['7.94', '5982.96']","['7.69', '5779.09']","['16.79', '13079.77']"
863,"['11.98', '10650.86']","['7.28', '6218.47']","['9.76', '8803.99']","['13.15', '11335.95']","['11.69', '9430.01']","['2.52', '2352.38']","['11.7', '9895.29']","['5.45', '4267']","['7.34', '6051.2']","['3.36', '3226.48']","['13.7', '11318.73']","['10.46', '9057.05']","['11.98', '9761.24']","['15.5', '12252.83']","['9.91', '7658.67']","['6.68', '5511.5']","['5.39', '3853.75']","['6.91', '5989.87']","['7.04', '5786.13']","['16.16', '13095.93']"
864,"['12.88', '10663.75']","['6.74', '6225.21']","['9.69', '8813.69']","['13.82', '11349.78']","['10.89', '9440.9']","['3.24', '2355.61']","['12.36', '9907.64']","['4.85', '4271.85']","['6.79', '6057.99']","['4.19', '3230.66']","['13.17', '11331.9']","['10.44', '9067.5']","['11.95', '9773.2']","['14.55', '12267.37']","['9.3', '7667.98']","['7.08', '5518.57']","['4.72', '3858.47']","['7.06', '5996.92']","['6.81', '5792.94']","['17', '13112.93']"
865,"['12.56', '10676.3']","['6.78', '6231.99']","['10.73', '8824.41']","['13.92', '11363.69']","['11.68', '9452.58']","['2.5', '2358.11']","['12.39', '9920.04']","['4.43', '4276.28']","['6.67', '6064.66']","['3.78', '3234.44']","['14.15', '11346.05']","['10.4', '9077.89']","['11.2', '9784.4']","['14.83', '12282.2']","['9.78', '7677.75']","['6.21', '5524.78']","['5.32', '3863.79']","['7.05', '6003.97']","['7.74', '5800.68']","['16.72', '13129.66']"
866,"['12.81', '10689.12']","['6.87', '6238.85']","['10.03', '8834.45']","['13.78', '11377.48']","['11.77', '9464.35']","['2.2', '2360.31']","['12.39', '9932.43']","['5.71', '4281.99']","['7.79', '6072.46']","['3.73', '3238.17']","['14.1', '11360.15']","['11.09', '9088.98']","['11.19', '9795.59']","['14.59', '12296.79']","['9.02', '7686.78']","['6.16', '5530.95']","['4.41', '3868.2']","['7.64', '6011.61']","['7.18', '5807.86']","['16.75', '13146.41']"
867,"['12.09', '10701.21']","['7.3', '6246.15']","['9.85', '8844.3']","['13.47', '11390.95']","['11.44', '9475.79']","['2.33', '2362.64']","['11.49', '9943.92']","['5.54', '4287.53']","['7.81', '6080.27']","['3.71', '3241.88']","['13.93', '11374.08']","['11.1', '9100.08']","['11.43', '9807.02']","['14.65', '12311.44']","['9.32', '7696.1']","['6.43', '5537.37']","['4.18', '3872.38']","['7.98', '6019.59']","['7.59', '5815.45']","['16.11', '13162.52']"
868,"['12.91', '10714.12']","['7.55', '6253.7']","['10.59', '8854.89']","['12.95', '11403.9']","['10.97', '9486.76']","['2.31', '2364.95']","['11.83', '9955.75']","['4.9', '4292.42']","['6.62', '6086.89']","['3.31', '3245.19']","['13.36', '11387.43']","['11.12', '9111.2']","['11.91', '9818.93']","['14.56', '12326.01']","['9.68', '7705.78']","['7.1', '5544.47']","['5.02', '3877.39']","['7.17', '6026.75']","['7.25', '5822.71']","['15.88', '13178.4']"
