time_stamp,veh_0,veh_1,veh_2,veh_3,veh_4,veh_5,veh_6,veh_7,veh_8,veh_9,veh_10,veh_11,veh_12,veh_13,veh_14,veh_15,veh_16,veh_17,veh_18,veh_19
1079,"['12.98', '13323.11']","['6.93', '7784.85']","['10.13', '11029.5']","['13.04', '14214.58']","['10.55', '11825.86']","['2.43', '2948.15']","['11.99', '12439.47']","['5.1', '5354.02']","['7.75', '7616.35']","['4.21', '4060.94']","['14.01', '14267.29']","['10.57', '11422.71']","['11.63', '12315.9']","['15.25', '15491.13']","['9.58', '9709.42']","['6.85', '6976.48']","['4.37', '4884.31']","['8.03', '7580.99']","['6.82', '7337.28']","['16.93', '16667.54']"
1080,"['12.25', '13335.36']","['7.16', '7792.02']","['9.99', '11039.48']","['13.33', '14227.9']","['10.76', '11836.62']","['2.76', '2950.92']","['11.79', '12451.26']","['5.33', '5359.35']","['7.68', '7624.03']","['4.07', '4065.01']","['14.16', '14281.46']","['11.57', '11434.28']","['11.88', '12327.78']","['14.98', '15506.11']","['9.29', '9718.71']","['7.31', '6983.79']","['4.32', '4888.64']","['7.05', '7588.04']","['6.59', '7343.87']","['16.34', '16683.88']"
1081,"['12.7', '13348.06']","['7.51', '7799.53']","['10.03', '11049.52']","['13.86', '14241.76']","['11.15', '11847.77']","['3.01', '2953.92']","['12.25', '12463.51']","['4.61', '5363.96']","['6.95', '7630.97']","['3.91', '4068.92']","['13.22', '14294.68']","['10.31', '11444.59']","['11.91', '12339.69']","['15.6', '15521.71']","['8.97', '9727.68']","['6.85', '6990.64']","['5.36', '4894']","['7.5', '7595.54']","['7.1', '7350.97']","['17.07', '16700.95']"
1082,"['12.87', '13360.92']","['7.87', '7807.4']","['10.1', '11059.62']","['13.09', '14254.85']","['11.22', '11858.98']","['2.46', '2956.38']","['12.4', '12475.9']","['4.75', '5368.71']","['6.93', '7637.9']","['3.99', '4072.91']","['13.37', '14308.05']","['10.35', '11454.94']","['11.45', '12351.14']","['14.44', '15536.15']","['10.03', '9737.71']","['6.69', '6997.33']","['4.88', '4898.87']","['7.75', '7603.29']","['7.6', '7358.57']","['16.57', '16717.52']"
1083,"['12.2', '13373.12']","['6.64', '7814.03']","['10.39', '11070.01']","['12.84', '14267.69']","['10.5', '11869.49']","['2.74', '2959.12']","['11.58', '12487.48']","['4.97', '5373.68']","['7.36', '7645.27']","['3.95', '4076.87']","['13.13', '14321.18']","['10.71', '11465.65']","['12.32', '12363.46']","['14.88', '15551.04']","['9.96', '9747.67']","['7.19', '7004.51']","['5.05', '4903.92']","['7.05', '7610.34']","['6.77', '7365.33']","['15.98', '16733.5']"
1084,"['12.16', '13385.28']","['7.72', '7821.76']","['10.57', '11080.57']","['12.89', '14280.58']","['11.72', '11881.21']","['2.79', '2961.91']","['11.69', '12499.18']","['5.17', '5378.85']","['6.68', '7651.95']","['4.24', '4081.11']","['13.41', '14334.59']","['10.57', '11476.22']","['11.67', '12375.13']","['15.39', '15566.42']","['9.22', '9756.9']","['7.15', '7011.66']","['5.24', '4909.16']","['7.44', '7617.78']","['6.92', '7372.25']","['16.09', '16749.59']"
1085,"['12.19', '13397.47']","['7.72', '7829.47']","['10.45', '11091.02']","['13.68', '14294.26']","['11.75', '11892.96']","['2.58', '2964.49']","['12.21', '12511.39']","['4.85', '5383.71']","['7.47', '7659.42']","['3.32', '4084.43']","['13.55', '14348.14']","['10.81', '11487.03']","['11.34', '12386.47']","['14.88', '15581.3']","['9.47', '9766.36']","['7.2', '7018.86']","['4.41', '4913.56']","['7.53', '7625.31']","['7.27', '7379.52']","['16.27', '16765.86']"
1086,"['12.83', '13410.29']","['7.76', '7837.23']","['10.81', '11101.83']","['13.16', '14307.42']","['11.71', '11904.66']","['2.3', '2966.78']","['11.69', '12523.08']","['5.71', '5389.41']","['7.15', '7666.56']","['3.76', '4088.19']","['13.25', '14361.39']","['10.41', '11497.43']","['11.59', '12398.06']","['15.52', '15596.82']","['9.98', '9776.34']","['6.99', '7025.86']","['4.52', '4918.09']","['7.75', '7633.06']","['6.86', '7386.38']","['16.99', '16782.85']"
1087,"['12.47', '13422.76']","['6.83', '7844.07']","['10.06', '11111.89']","['13.06', '14320.47']","['11.26', '11915.92']","['2.61', '2969.4']","['12.35', '12535.42']","['4.43', '5393.84']","['7.66', '7674.23']","['4.35', '4092.54']","['14.09', '14375.49']","['10.65', '11508.09']","['12.21', '12410.27']","['14.49', '15611.31']","['9.61', '9785.96']","['6.83', '7032.69']","['5.05', '4923.14']","['7.27', '7640.34']","['7.65', '7394.03']","['16.94', '16799.79']"
1088,"['12.38', '13435.14']","['7.73', '7851.8']","['9.67', '11121.56']","['12.97', '14333.44']","['11.36', '11927.29']","['2.89', '2972.29']","['11.76', '12547.19']","['5.1', '5398.95']","['7.87', '7682.1']","['4.48', '4097.02']","['13.63', '14389.11']","['10.94', '11519.03']","['12.15', '12422.42']","['14.8', '15626.11']","['9.11', '9795.07']","['6.96', '7039.65']","['5.34', '4928.48']","['7.26', '7647.59']","['7.15', '7401.19']","['16.24', '16816.03']"
1089,"['11.98', '13447.13']","['7.66', '7859.46']","['10.16', '11131.72']","['13.41', '14346.85']","['11.19', '11938.48']","['2.2', '2974.49']","['11.85', '12559.04']","['5.14', '5404.09']","['6.89', '7688.99']","['3.96', '4100.98']","['13.97', '14403.08']","['10.83', '11529.86']","['12.47', '12434.88']","['14.44', '15640.55']","['9.53', '9804.6']","['6.53', '7046.18']","['5.22', '4933.69']","['6.78', '7654.38']","['6.88', '7408.07']","['16.81', '16832.84']"
1090,"['11.8', '13458.92']","['7.04', '7866.5']","['10.21', '11141.92']","['12.88', '14359.73']","['11.62', '11950.1']","['2.78', '2977.27']","['11.58', '12570.62']","['5.09', '5409.17']","['7.49', '7696.48']","['4.43', '4105.41']","['13.16', '14416.25']","['10.62', '11540.47']","['12', '12446.89']","['15.35', '15655.9']","['9.99', '9814.59']","['7.29', '7053.47']","['4.57', '4938.27']","['7.83', '7662.21']","['6.87', '7414.94']","['16.58', '16849.42']"
1091,"['12.5', '13471.43']","['6.8', '7873.3']","['10.66', '11152.58']","['13.09', '14372.82']","['11.35', '11961.46']","['3.31', '2980.58']","['11.75', '12582.37']","['5.19', '5414.37']","['7.75', '7704.24']","['3.93', '4109.34']","['14.17', '14430.42']","['10.63', '11551.1']","['11.31', '12458.2']","['14.55', '15670.45']","['9.81', '9824.4']","['6.65', '7060.12']","['5.18', '4943.45']","['7.59', '7669.8']","['6.88', '7421.82']","['16.13', '16865.55']"
1092,"['11.97', '13483.4']","['7.1', '7880.4']","['10.81', '11163.39']","['13.58', '14386.4']","['11.49', '11972.95']","['2.37', '2982.95']","['12.04', '12594.41']","['5.34', '5419.71']","['7.43', '7711.67']","['4.26', '4113.6']","['13.28', '14443.7']","['10.48', '11561.59']","['11.83', '12470.02']","['15.28', '15685.73']","['9.69', '9834.09']","['7.03', '7067.15']","['4.94', '4948.39']","['7.62', '7677.42']","['7.08', '7428.9']","['16.7', '16882.25']"
1093,"['12.52', '13495.92']","['6.91', '7887.31']","['9.93', '11173.33']","['13.75', '14400.15']","['11.4', '11984.35']","['3.08', '2986.03']","['11.3', '12605.71']","['4.61', '5424.31']","['6.99', '7718.66']","['4.25', '4117.85']","['14.15', '14457.85']","['11.59', '11573.17']","['11.41', '12481.43']","['14.93', '15700.66']","['9.99', '9844.08']","['6.96', '7074.11']","['4.68', '4953.08']","['7.51', '7684.93']","['6.66', '7435.55']","['15.9', '16898.15']"
1094,"['12.21', '13508.12']","['7.66', '7894.97']","['10.53', '11183.85']","['13.31', '14413.45']","['11.05', '11995.4']","['3.2', '2989.22']","['11.92', '12617.63']","['4.43', '5428.75']","['7.84', '7726.49']","['4.38', '4122.24']","['13.14', '14471']","['11.12', '11584.29']","['11.57', '12493']","['15.09', '15715.74']","['9.67', '9853.75']","['6.31', '7080.42']","['4.6', '4957.67']","['7.87', '7692.79']","['6.87', '7442.42']","['16.44', '16914.6']"
1095,"['12.75', '13520.87']","['7.54', '7902.51']","['10.25', '11194.1']","['13.31', '14426.76']","['11.05', '12006.46']","['2.24', '2991.47']","['11.49', '12629.12']","['5.4', '5434.15']","['7.79', '7734.28']","['4.07', '4126.3']","['13.5', '14484.49']","['11.32', '11595.61']","['12.27', '12505.27']","['14.69', '15730.43']","['8.94', '9862.69']","['6.82', '7087.24']","['5.16', '4962.83']","['8.03', '7700.82']","['7.67', '7450.09']","['16.03', '16930.63']"
1096,"['12.93', '13533.8']","['7.1', '7909.61']","['9.98', '11204.08']","['12.95', '14439.72']","['10.91', '12017.37']","['3.14', '2994.61']","['12.01', '12641.13']","['4.94', '5439.09']","['7.02', '7741.3']","['3.42', '4129.73']","['13.76', '14498.25']","['10.38', '11605.99']","['12.09', '12517.36']","['15.37', '15745.8']","['9.08', '9871.77']","['6.35', '7093.59']","['4.47', '4967.31']","['6.9', '7707.72']","['7.19', '7457.29']","['15.99', '16946.61']"
1097,"['12.42', '13546.22']","['7.39', '7917']","['9.94', '11214.02']","['12.78', '14452.5']","['10.91', '12028.27']","['3.37', '2997.98']","['12.28', '12653.42']","['5.35', '5444.44']","['7.03', '7748.33']","['3.34', '4133.07']","['13.03', '14511.28']","['10.35', '11616.34']","['12.39', '12529.75']","['15.18', '15760.98']","['9.02', '9880.79']","['7.4', '7100.99']","['5.14', '4972.44']","['6.94', '7714.66']","['7.09', '7464.38']","['16.49', '16963.1']"
1098,"['11.85', '13558.07']","['6.83', '7923.84']","['9.76', '11223.78']","['13.85', '14466.35']","['10.86', '12039.14']","['3.18', '3001.15']","['11.2', '12664.61']","['4.93', '5449.37']","['6.9', '7755.23']","['3.64', '4136.71']","['13.07', '14524.35']","['10.36', '11626.7']","['11.38', '12541.12']","['14.48', '15775.46']","['9.09', '9889.88']","['6.92', '7107.9']","['4.84', '4977.29']","['7.14', '7721.8']","['7.15', '7471.53']","['16.98', '16980.08']"
1099,"['11.91', '13569.98']","['7.88', '7931.71']","['9.89', '11233.66']","['13.84', '14480.19']","['10.73', '12049.86']","['2.32', '3003.47']","['11.84', '12676.45']","['4.8', '5454.16']","['7.7', '7762.93']","['3.36', '4140.07']","['14.04', '14538.39']","['10.59', '11637.29']","['11.7', '12552.82']","['15.45', '15790.92']","['8.93', '9898.81']","['6.27', '7114.18']","['4.98', '4982.27']","['7.2', '7729']","['7.79', '7479.32']","['16.13', '16996.2']"
1100,"['12.08', '13582.06']","['7.25', '7938.97']","['9.71', '11243.37']","['13.08', '14493.27']","['10.85', '12060.72']","['2.21', '3005.68']","['11.5', '12687.96']","['5.1', '5459.27']","['7.88', '7770.8']","['4.33', '4144.4']","['13.43', '14551.82']","['10.48', '11647.77']","['11.46', '12564.28']","['15.1', '15806.01']","['9.19', '9908']","['7.32', '7121.49']","['4.23', '4986.5']","['7.05', '7736.06']","['6.79', '7486.11']","['16.46', '17012.66']"
1101,"['12.83', '13594.89']","['7.41', '7946.38']","['10.55', '11253.92']","['13.6', '14506.87']","['10.48', '12071.19']","['3.16', '3008.84']","['11.73', '12699.69']","['5.04', '5464.31']","['6.59', '7777.4']","['3.68', '4148.08']","['13.36', '14565.18']","['10.6', '11658.37']","['11.71', '12575.99']","['15.3', '15821.31']","['9.52', '9917.51']","['7.15', '7128.64']","['4.42', '4990.92']","['7.39', '7743.45']","['6.74', '7492.84']","['16.43', '17029.09']"
1102,"['12.15', '13607.04']","['7.18', '7953.56']","['10.33', '11264.25']","['13.67', '14520.53']","['11.44', '12082.63']","['2.92', '3011.76']","['11.45', '12711.14']","['4.68', '5468.98']","['7.71', '7785.11']","['4.02', '4152.1']","['13.81', '14578.99']","['11.39', '11669.75']","['11.36', '12587.35']","['15.57', '15836.88']","['9.74', '9927.25']","['7.2', '7135.83']","['4.24', '4995.16']","['7.88', '7751.32']","['7.75', '7500.6']","['16.27', '17045.36']"
1103,"['12.06', '13619.1']","['7.55', '7961.11']","['10.11', '11274.36']","['13.71', '14534.24']","['11.75', '12094.38']","['2.24', '3014']","['12.13', '12723.27']","['4.6', '5473.58']","['6.63', '7791.74']","['3.49', '4155.59']","['14.08', '14593.08']","['11.49', '11681.24']","['12.07', '12599.42']","['14.79', '15851.67']","['8.99', '9936.24']","['6.25', '7142.08']","['4.33', '4999.48']","['7.88', '7759.21']","['7', '7507.6']","['16.05', '17061.41']"
1104,"['13', '13632.1']","['6.65', '7967.76']","['9.81', '11284.16']","['12.84', '14547.09']","['11.33', '12105.71']","['3.38', '3017.38']","['11.81', '12735.07']","['5.22', '5478.8']","['6.63', '7798.37']","['4.06', '4159.65']","['14.24', '14607.32']","['10.94', '11692.18']","['12.09', '12611.51']","['15.27', '15866.95']","['9.68', '9945.92']","['6.77', '7148.85']","['4.47', '5003.95']","['7.34', '7766.55']","['6.93', '7514.52']","['17.11', '17078.52']"
1105,"['12.56', '13644.67']","['7.36', '7975.12']","['10.14', '11294.3']","['12.92', '14560.01']","['11.45', '12117.16']","['2.7', '3020.08']","['12.02', '12747.09']","['4.54', '5483.34']","['7.64', '7806.01']","['4.21', '4163.86']","['13.91', '14621.23']","['10.55', '11702.74']","['12.29', '12623.8']","['14.63', '15881.57']","['9.31', '9955.23']","['6.55', '7155.4']","['4.68', '5008.63']","['6.87', '7773.42']","['7.65', '7522.17']","['15.91', '17094.42']"
1106,"['12.19', '13656.85']","['6.82', '7981.94']","['9.81', '11304.11']","['12.86', '14572.86']","['11.56', '12128.73']","['2.19', '3022.27']","['11.49', '12758.58']","['5.53', '5488.88']","['7.49', '7813.5']","['3.22', '4167.08']","['14.25', '14635.48']","['11.26', '11714']","['12.18', '12635.98']","['14.47', '15896.04']","['9.84', '9965.08']","['6.27', '7161.67']","['5.19', '5013.82']","['7.59', '7781.01']","['6.77', '7528.94']","['16.96', '17111.38']"
1107,"['12.08', '13668.93']","['7.25', '7989.19']","['10.26', '11314.38']","['13.55', '14586.41']","['11.14', '12139.87']","['2.23', '3024.5']","['11.3', '12769.88']","['5.5', '5494.38']","['7.06', '7820.56']","['4.18', '4171.26']","['13.01', '14648.49']","['11.46', '11725.46']","['11.55', '12647.54']","['14.99', '15911.03']","['9.09', '9974.17']","['6.39', '7168.06']","['4.39', '5018.21']","['7.63', '7788.64']","['6.8', '7535.74']","['16.49', '17127.87']"
1108,"['12.38', '13681.31']","['7.61', '7996.8']","['10.01', '11324.39']","['12.7', '14599.11']","['11.46', '12151.33']","['3.03', '3027.53']","['12.06', '12781.94']","['5.4', '5499.78']","['7.56', '7828.11']","['3.61', '4174.87']","['13.49', '14661.98']","['11.22', '11736.67']","['11.73', '12659.26']","['15.33', '15926.36']","['10.03', '9984.19']","['7.29', '7175.35']","['4.74', '5022.95']","['6.76', '7795.4']","['7.49', '7543.23']","['16.73', '17144.61']"
1109,"['12.23', '13693.53']","['7.42', '8004.21']","['10.9', '11335.28']","['13.03', '14612.14']","['10.51', '12161.84']","['3.03', '3030.56']","['11.56', '12793.5']","['5.24', '5505.03']","['7.13', '7835.24']","['4.09', '4178.96']","['14.29', '14676.26']","['11.53', '11748.21']","['12.38', '12671.64']","['15', '15941.36']","['9.67', '9993.86']","['6.59', '7181.94']","['4.92', '5027.87']","['6.84', '7802.24']","['7.68', '7550.91']","['16.46', '17161.06']"
1110,"['11.79', '13705.32']","['7.69', '8011.9']","['10.34', '11345.62']","['13.61', '14625.74']","['11.55', '12173.4']","['3.17', '3033.73']","['11.83', '12805.33']","['5.26', '5510.29']","['6.82', '7842.07']","['4.28', '4183.23']","['13.68', '14689.94']","['11.47', '11759.67']","['11.72', '12683.36']","['15.49', '15956.85']","['9.08', '10002.94']","['6.65', '7188.59']","['5.02', '5032.88']","['7.52', '7809.75']","['6.93', '7557.84']","['16.78', '17177.84']"
1111,"['12.49', '13717.81']","['7.4', '8019.31']","['10.37', '11355.99']","['13.84', '14639.58']","['11.76', '12185.16']","['3.36', '3037.09']","['11.73', '12817.06']","['5', '5515.29']","['7.74', '7849.81']","['3.88', '4187.11']","['13.48', '14703.42']","['10.56', '11770.23']","['11.39', '12694.75']","['15.22', '15972.07']","['9.24', '10012.18']","['7.01', '7195.6']","['4.27', '5037.16']","['7.7', '7817.45']","['7.59', '7565.43']","['16.35', '17194.19']"
1112,"['12.03', '13729.84']","['7.4', '8026.71']","['10.06', '11366.05']","['13.57', '14653.14']","['11.15', '12196.31']","['3.39', '3040.49']","['11.16', '12828.22']","['5.62', '5520.91']","['7.58', '7857.39']","['3.3', '4190.41']","['13.83', '14717.25']","['11.48', '11781.71']","['11.61', '12706.36']","['14.58', '15986.64']","['9.45', '10021.63']","['6.17', '7201.77']","['5.05', '5042.21']","['7.98', '7825.43']","['6.95', '7572.38']","['16.8', '17210.99']"
1113,"['11.79', '13741.64']","['7.28', '8033.99']","['10.35', '11376.4']","['12.98', '14666.13']","['10.69', '12207']","['3.31', '3043.8']","['12.24', '12840.45']","['4.53', '5525.44']","['6.87', '7864.26']","['3.73', '4194.14']","['14.27', '14731.52']","['10.34', '11792.05']","['11.42', '12717.78']","['15.11', '16001.75']","['9.69', '10031.32']","['7.19', '7208.97']","['5.12', '5047.33']","['7.38', '7832.81']","['6.7', '7579.08']","['16.96', '17227.95']"
1114,"['12.45', '13754.09']","['6.79', '8040.78']","['9.97', '11386.37']","['13.82', '14679.95']","['11.62', '12218.63']","['2.25', '3046.05']","['11.86', '12852.32']","['5.53', '5530.97']","['7.65', '7871.91']","['3.57', '4197.71']","['14.27', '14745.79']","['11.25', '11803.3']","['12.12', '12729.9']","['14.91', '16016.66']","['9.36', '10040.68']","['6.48', '7215.44']","['4.71', '5052.04']","['7.79', '7840.6']","['7.02', '7586.1']","['16.38', '17244.34']"
1115,"['12', '13766.09']","['7.22', '8048']","['9.91', '11396.28']","['13.33', '14693.27']","['11.54', '12230.16']","['2.59', '3048.64']","['11.54', '12863.86']","['4.92', '5535.89']","['7.82', '7879.73']","['3.73', '4201.44']","['13.54', '14759.33']","['10.91', '11814.21']","['11.95', '12741.85']","['14.38', '16031.04']","['9.22', '10049.9']","['6.81', '7222.25']","['4.84', '5056.88']","['7.11', '7847.71']","['7.56', '7593.66']","['17.05', '17261.39']"
1116,"['11.9', '13777.99']","['7.57', '8055.57']","['10.42', '11406.7']","['12.87', '14706.14']","['11.39', '12241.56']","['3.34', '3051.98']","['11.33', '12875.19']","['5.54', '5541.43']","['7.36', '7887.09']","['4.03', '4205.47']","['13.05', '14772.38']","['10.56', '11824.77']","['11.96', '12753.82']","['15.52', '16046.56']","['9.24', '10059.13']","['7.23', '7229.48']","['4.93', '5061.81']","['7.66', '7855.37']","['7.45', '7601.11']","['15.94', '17277.33']"
1117,"['12.79', '13790.78']","['6.77', '8062.33']","['9.9', '11416.6']","['12.88', '14719.02']","['11.42', '12252.97']","['2.12', '3054.1']","['11.32', '12886.51']","['4.42', '5545.85']","['6.93', '7894.02']","['3.56', '4209.02']","['13.31', '14785.69']","['10.77', '11835.54']","['11.78', '12765.59']","['15.38', '16061.93']","['9.54', '10068.68']","['6.14', '7235.62']","['5.02', '5066.83']","['7.09', '7862.46']","['7.45', '7608.56']","['16.4', '17293.73']"
1118,"['11.92', '13802.7']","['7.31', '8069.65']","['10.53', '11427.14']","['12.75', '14731.77']","['10.74', '12263.71']","['2.4', '3056.5']","['12.38', '12898.9']","['4.67', '5550.52']","['6.66', '7900.68']","['3.32', '4212.35']","['13.59', '14799.28']","['10.49', '11846.03']","['12.19', '12777.79']","['15.4', '16077.34']","['9.55', '10078.23']","['7.18', '7242.8']","['5.07', '5071.9']","['7.91', '7870.37']","['7.08', '7615.63']","['16.73', '17310.46']"
1119,"['12.83', '13815.53']","['7.9', '8077.54']","['9.87', '11437.01']","['12.9', '14744.67']","['10.84', '12274.56']","['2.39', '3058.88']","['12.05', '12910.95']","['4.98', '5555.5']","['7.42', '7908.1']","['4.14', '4216.49']","['13.89', '14813.16']","['10.39', '11856.42']","['11.21', '12789']","['15.23', '16092.57']","['9.35', '10087.58']","['6.46', '7249.26']","['4.8', '5076.7']","['7.22', '7877.59']","['6.82', '7622.46']","['16.34', '17326.8']"
1120,"['12.7', '13828.24']","['7.39', '8084.93']","['10.27', '11447.28']","['12.72', '14757.39']","['11.34', '12285.9']","['2.93', '3061.82']","['11.55', '12922.5']","['4.43', '5559.93']","['6.63', '7914.73']","['4.21', '4220.7']","['13.73', '14826.89']","['10.85', '11867.26']","['11.47', '12800.47']","['14.59', '16107.16']","['9.67', '10097.24']","['6.26', '7255.52']","['4.31', '5081.01']","['7.84', '7885.43']","['7.57', '7630.02']","['15.85', '17342.65']"
