timestep_time,vehicle_0_pos,vehicle_1_pos,vehicle_10_pos,vehicle_11_pos,vehicle_12_pos,vehicle_13_pos,vehicle_14_pos,vehicle_15_pos,vehicle_16_pos,vehicle_17_pos,vehicle_19_pos,vehicle_2_pos,vehicle_4_pos,vehicle_5_pos,vehicle_6_pos,vehicle_7_pos,vehicle_8_pos,vehicle_0_speed,vehicle_1_speed,vehicle_10_speed,vehicle_11_speed,vehicle_12_speed,vehicle_13_speed,vehicle_14_speed,vehicle_15_speed,vehicle_16_speed,vehicle_17_speed,vehicle_19_speed,vehicle_2_speed,vehicle_4_speed,vehicle_5_speed,vehicle_6_speed,vehicle_7_speed,vehicle_8_speed
1251,15453.22,9036.54,12791.4,16505.27,13741.75,3422.06,14463.44,6226.04,8859.95,4723.81,13306.17,14344.86,11334.11,8141.45,5699.78,8851.25,8567.9,11.98,6.62,9.74,13.29,11.34,2.32,11.52,4.56,7.08,4.36,11.38,11.63,9.64,6.92,4.55,7.7,7.39
1252,15465.71,9043.74,12801.37,16518.36,13752.47,3425.35,14475.66,6230.9,8867.74,4728.18,13317.54,14356.42,11343.41,8148.58,5703.87,8858.3,8575.54,12.49,7.2,9.97,13.1,10.72,3.29,12.22,4.86,7.79,4.37,11.37,11.56,9.3,7.13,4.1,7.04,7.63
1253,15478.56,9051.19,12811.84,16531.9,13763.86,3427.47,14487.57,6236.51,8875.28,4732.03,13328.98,14368.84,11353.5,8154.79,5708.06,8865.96,8582.11,12.85,7.46,10.46,13.54,11.39,2.12,11.91,5.61,7.54,3.85,11.44,12.42,10.09,6.21,4.19,7.67,6.57
1254,15491.19,9058.63,12821.54,16544.94,13775.13,3430.78,14498.88,6241.84,8882.8,4735.49,13340.38,14380.96,11363.38,8161.49,5713.31,8873.72,8589.42,12.63,7.44,9.71,13.04,11.27,3.31,11.31,5.33,7.52,3.46,11.41,12.12,9.88,6.7,5.24,7.75,7.31
1255,15503.45,9065.92,12831.48,16558.42,13786.28,3433.02,14510.19,6246.88,8889.67,4739.96,13351.65,14393.03,11372.95,8168.03,5717.42,8881.73,8597.24,12.26,7.29,9.94,13.49,11.14,2.24,11.31,5.04,6.88,4.47,11.27,12.07,9.58,6.53,4.11,8.01,7.82
1256,15515.65,9073.51,12841.44,16571.28,13797.49,3435.16,14522.51,6252.06,8897.36,4744.13,13363.11,14404.22,11382.95,8175.08,5722.5,8889.21,8604.1,12.2,7.59,9.96,12.86,11.21,2.14,12.32,5.18,7.69,4.17,11.46,11.19,9.99,7.06,5.08,7.48,6.86
1257,15528.03,9080.2,12852.31,16584.22,13809.04,3438.15,14533.83,6257.07,8904.86,4748.46,13374.2,14415.52,11392.33,8181.36,5727.69,8897.08,8610.68,12.38,6.69,10.87,12.94,11.55,2.99,11.32,5.01,7.49,4.33,11.09,11.3,9.38,6.28,5.19,7.87,6.58
1258,15540.52,9087.22,12862.59,16597.46,13820.47,3441.16,14546.22,6262.65,8912.18,4752.05,13385.27,14427.61,11402.24,8187.9,5731.99,8904.14,8617.83,12.49,7.02,10.28,13.24,11.43,3.01,12.39,5.59,7.33,3.59,11.06,12.1,9.91,6.54,4.3,7.07,7.15
1259,15552.72,9094.0,12873.13,16611.14,13832.17,3444.03,14558.37,6267.82,8920.0,4756.53,13396.58,14439.83,11412.01,8195.06,5736.64,8911.3,8625.53,12.2,6.78,10.54,13.69,11.7,2.88,12.14,5.16,7.82,4.47,11.31,12.22,9.78,7.15,4.65,7.15,7.7
1260,15564.9,9101.33,12883.79,16624.24,13843.1,3447.0,14570.68,6272.23,8926.75,4759.89,13407.85,14451.98,11422.06,8201.96,5741.32,8919.08,8632.12,12.18,7.33,10.66,13.09,10.93,2.96,12.31,4.41,6.75,3.37,11.27,12.15,10.05,6.9,4.68,7.78,6.6
1261,15577.17,9108.5,12894.34,16638.03,13854.8,3449.16,14582.07,6276.75,8933.86,4764.04,13418.91,14464.12,11431.95,8209.28,5745.5,8926.52,8639.32,12.27,7.17,10.56,13.79,11.71,2.16,11.39,4.52,7.11,4.15,11.07,12.14,9.89,7.33,4.17,7.45,7.19
1262,15590.07,9115.27,12904.01,16651.99,13865.7,3451.59,14594.41,6281.23,8940.63,4767.72,13429.98,14476.07,11441.44,8216.56,5750.03,8934.3,8646.33,12.9,6.78,9.67,13.95,10.89,2.44,12.34,4.49,6.77,3.68,11.07,11.95,9.48,7.27,4.53,7.78,7.01
1263,15602.14,9122.16,12914.91,16665.5,13877.47,3454.5,14605.56,6285.94,8948.4,4771.69,13441.4,14488.54,11450.77,8222.77,5755.22,8942.2,8652.91,12.07,6.89,10.9,13.51,11.77,2.9,11.15,4.71,7.77,3.96,11.42,12.47,9.33,6.22,5.2,7.9,6.58
1264,15614.53,9129.64,12925.3,16678.22,13888.47,3457.84,14617.04,6290.38,8955.98,4775.2,13452.09,14500.58,11460.72,8229.46,5759.59,8949.66,8660.68,12.38,7.48,10.39,12.72,11.0,3.35,11.48,4.44,7.57,3.52,10.69,12.04,9.95,6.69,4.37,7.46,7.77
1265,15626.29,9137.13,12936.22,16691.14,13900.14,3460.89,14629.21,6295.01,8963.63,4778.54,13463.68,14511.95,11470.39,8236.34,5764.12,8956.87,8667.44,11.77,7.49,10.92,12.91,11.67,3.05,12.17,4.63,7.65,3.33,11.59,11.37,9.67,6.88,4.53,7.22,6.76
1266,15638.44,9144.37,12946.72,16704.84,13911.45,3463.55,14640.42,6300.21,8970.73,4782.55,13474.74,14523.63,11479.41,8243.08,5768.58,8964.34,8674.32,12.15,7.25,10.5,13.7,11.31,2.65,11.21,5.2,7.1,4.01,11.07,11.69,9.02,6.74,4.46,7.47,6.88
1267,15650.42,9151.65,12956.79,16717.78,13921.94,3466.58,14652.07,6304.66,8978.62,4785.86,13486.18,14535.67,11488.58,8250.26,5773.47,8972.36,8681.97,11.98,7.28,10.08,12.94,10.48,3.04,11.66,4.45,7.89,3.31,11.44,12.04,9.18,7.17,4.89,8.02,7.65
1268,15662.18,9159.29,12966.93,16730.54,13933.67,3469.51,14663.54,6309.61,8986.1,4789.33,13497.25,14548.04,11497.82,8257.29,5778.18,8979.38,8688.69,11.76,7.63,10.13,12.76,11.73,2.93,11.47,4.95,7.48,3.46,11.07,12.37,9.24,7.03,4.7,7.02,6.72
1269,15674.96,9166.52,12977.29,16743.84,13944.91,3472.07,14675.27,6315.06,8993.92,4792.67,13507.73,14559.97,11507.5,8264.52,5783.15,8986.9,8696.13,12.78,7.23,10.36,13.3,11.24,2.56,11.74,5.45,7.82,3.35,10.49,11.92,9.68,7.23,4.98,7.52,7.44
1270,15686.94,9173.66,12987.61,16756.7,13956.49,3474.67,14686.94,6320.58,9001.56,4796.74,13518.31,14571.28,11517.22,8271.62,5788.24,8994.24,8703.21,11.98,7.14,10.32,12.86,11.58,2.6,11.66,5.52,7.64,4.06,10.57,11.32,9.71,7.1,5.09,7.34,7.08
1271,15699.85,9180.43,12997.96,16769.44,13967.15,3477.52,14698.67,6326.21,9008.88,4800.15,13528.92,14583.62,11526.15,8277.84,5792.59,9001.2,8710.79,12.91,6.77,10.36,12.74,10.66,2.85,11.73,5.63,7.32,3.42,10.61,12.33,8.94,6.22,4.35,6.95,7.57
1272,15712.83,9187.66,13008.68,16782.14,13978.07,3480.26,14709.9,6331.77,9016.11,4803.68,13540.08,14595.77,11536.22,8285.21,5797.7,9008.1,8717.64,12.98,7.23,10.71,12.7,10.92,2.74,11.24,5.56,7.23,3.52,11.16,12.16,10.06,7.37,5.12,6.9,6.85
1273,15725.22,9194.68,13019.37,16795.75,13989.72,3483.26,14721.74,6336.9,9023.71,4807.34,13550.74,14607.11,11545.46,8291.35,5802.51,9015.83,8725.03,12.38,7.03,10.69,13.62,11.65,3.0,11.83,5.13,7.6,3.66,10.66,11.34,9.24,6.14,4.81,7.73,7.39
1274,15737.92,9202.2,13029.51,16809.57,14000.45,3486.58,14733.58,6341.56,9031.04,4811.43,13561.21,14619.37,11555.36,8298.19,5807.44,9023.81,8731.62,12.71,7.52,10.14,13.81,10.74,3.33,11.85,4.66,7.33,4.09,10.47,12.25,9.9,6.84,4.93,7.99,6.58
1275,15749.94,9209.82,13039.22,16822.47,14011.05,3488.8,14745.44,6345.99,9038.74,4815.69,13571.99,14631.14,11565.07,8305.35,5812.73,9031.8,8738.49,12.01,7.61,9.71,12.9,10.6,2.21,11.85,4.43,7.7,4.26,10.78,11.77,9.71,7.16,5.3,7.99,6.88
1276,15762.49,9217.21,13049.97,16835.23,14022.48,3491.0,14757.69,6351.2,9045.43,4820.01,13583.04,14642.33,11574.81,8311.51,5817.42,9039.32,8745.27,12.56,7.39,10.76,12.76,11.43,2.21,12.26,5.21,6.7,4.33,11.05,11.2,9.75,6.17,4.69,7.52,6.78
1277,15775.3,9223.91,13060.64,16848.2,14034.18,3493.47,14769.8,6356.75,9052.69,4823.87,13593.79,14654.16,11584.47,8318.66,5822.76,9046.21,8752.13,12.8,6.7,10.66,12.97,11.7,2.47,12.11,5.54,7.26,3.85,10.75,11.82,9.66,7.15,5.34,6.89,6.86
1278,15787.34,9230.61,13071.12,16861.15,14045.88,3495.94,14782.09,6362.3,9059.77,4827.29,13605.07,14665.94,11593.62,8324.96,5828.1,9053.23,8759.72,12.04,6.7,10.48,12.94,11.71,2.47,12.29,5.55,7.08,3.42,11.28,11.79,9.15,6.29,5.35,7.02,7.58
1279,15800.01,9237.78,13081.52,16874.54,14056.57,3499.22,14793.94,6366.87,9066.92,4831.16,13616.23,14677.8,11602.58,8331.11,5832.64,9061.02,8767.32,12.67,7.17,10.4,13.4,10.69,3.28,11.85,4.58,7.15,3.87,11.16,11.86,8.96,6.15,4.54,7.79,7.6
1280,15812.07,9244.57,13091.82,16887.7,14068.28,3502.3,14806.28,6371.51,9074.65,4835.05,13627.72,14688.99,11612.6,8338.21,5837.56,9068.96,8774.17,12.06,6.78,10.3,13.16,11.71,3.08,12.34,4.63,7.73,3.89,11.49,11.18,10.02,7.1,4.91,7.94,6.85
1281,15824.03,9252.38,13102.08,16901.31,14079.53,3505.66,14817.67,6376.29,9082.43,4839.43,13638.78,14701.01,11621.51,8345.0,5842.76,9076.36,8781.76,11.95,7.81,10.26,13.61,11.25,3.35,11.39,4.78,7.79,4.38,11.07,12.02,8.9,6.79,5.2,7.4,7.59
1282,15836.77,9259.19,13112.13,16914.33,14090.56,3508.35,14829.74,6381.81,9089.35,4843.82,13649.22,14713.07,11630.66,8351.36,5847.17,9083.63,8789.47,12.74,6.81,10.05,13.02,11.03,2.69,12.07,5.52,6.92,4.4,10.44,12.07,9.15,6.37,4.41,7.27,7.71
1283,15848.62,9265.96,13122.89,16928.14,14101.97,3511.43,14841.74,6386.55,9096.32,4848.19,13660.81,14725.37,11639.96,8358.06,5852.35,9091.53,8796.96,11.85,6.77,10.76,13.81,11.41,3.08,12.0,4.74,6.97,4.36,11.58,12.3,9.3,6.69,5.18,7.9,7.49
1284,15860.62,9273.82,13132.8,16942.07,14113.11,3514.02,14853.72,6391.2,9103.06,4851.92,13672.4,14736.94,11649.5,8364.28,5857.33,9098.93,8804.03,12.0,7.86,9.91,13.93,11.14,2.59,11.98,4.65,6.74,3.73,11.6,11.57,9.54,6.22,4.98,7.4,7.08
1285,15872.45,9280.51,13143.52,16955.37,14124.36,3517.12,14864.87,6396.57,9110.18,4855.53,13683.96,14748.48,11659.47,8371.22,5862.18,9106.92,8811.55,11.82,6.69,10.72,13.3,11.26,3.1,11.15,5.37,7.12,3.61,11.56,11.54,9.98,6.95,4.85,7.99,7.51
1286,15885.45,9287.26,13153.42,16968.71,14135.85,3520.14,14876.72,6401.95,9117.03,4859.18,13694.66,14759.9,11668.62,8377.94,5866.84,9114.29,8818.78,13.01,6.75,9.9,13.33,11.48,3.02,11.85,5.37,6.85,3.65,10.7,11.42,9.15,6.72,4.66,7.37,7.23
1287,15897.78,9294.96,13163.43,16981.86,14147.32,3522.86,14889.02,6406.71,9124.56,4863.3,13705.05,14772.07,11677.59,8384.54,5871.47,9121.55,8825.84,12.33,7.71,10.02,13.16,11.47,2.72,12.3,4.76,7.53,4.12,10.38,12.17,8.97,6.6,4.63,7.26,7.06
1288,15910.23,9302.73,13173.14,16995.31,14159.0,3525.64,14900.19,6412.34,9131.81,4866.63,13716.49,14783.9,11686.42,8391.55,5876.37,9128.42,8832.68,12.45,7.76,9.71,13.45,11.69,2.78,11.16,5.63,7.24,3.33,11.44,11.83,8.83,7.01,4.9,6.87,6.84
1289,15922.5,9309.59,13183.8,17009.26,14170.61,3528.56,14911.81,6416.92,9139.44,4870.13,13727.96,14795.36,11695.3,8397.97,5880.86,9135.95,8839.9,12.27,6.87,10.66,13.94,11.6,2.93,11.62,4.58,7.64,3.5,11.47,11.46,8.88,6.42,4.49,7.53,7.22
1290,15935.35,9317.17,13194.44,17022.36,14181.72,3531.08,14923.69,6421.39,9146.72,4874.07,13738.71,14806.67,11705.3,8405.17,5885.43,9143.81,8847.47,12.85,7.57,10.64,13.1,11.11,2.52,11.88,4.47,7.28,3.94,10.76,11.3,10.0,7.2,4.57,7.86,7.57
1291,15947.95,9323.95,13204.22,17036.18,14193.21,3534.4,14935.92,6425.8,9154.21,4878.51,13750.1,14817.85,11714.37,8411.75,5890.12,9150.65,8854.6,12.59,6.79,9.78,13.83,11.5,3.31,12.23,4.42,7.49,4.44,11.38,11.19,9.06,6.58,4.69,6.84,7.14
1292,15960.07,9331.8,13214.74,17050.13,14204.58,3536.85,14948.3,6430.94,9161.7,4881.92,13761.43,14829.71,11723.31,8418.58,5894.4,9157.6,8861.52,12.12,7.85,10.52,13.95,11.36,2.45,12.38,5.14,7.49,3.41,11.33,11.86,8.95,6.82,4.28,6.95,6.92
1293,15971.82,9339.05,13224.83,17063.58,14215.23,3539.08,14959.64,6436.48,9169.26,4885.69,13772.34,14841.56,11733.25,8424.77,5899.67,9165.42,8868.22,11.76,7.25,10.08,13.44,10.65,2.23,11.34,5.54,7.56,3.76,10.91,11.85,9.93,6.2,5.27,7.82,6.71
1294,15983.77,9346.87,13234.71,17076.61,14226.86,3541.75,14971.98,6441.66,9177.03,4889.86,13782.98,14853.74,11742.55,8431.29,5903.97,9172.22,8874.84,11.95,7.82,9.88,13.03,11.63,2.67,12.34,5.18,7.76,4.17,10.64,12.18,9.31,6.52,4.31,6.8,6.62
1295,15996.44,9353.97,13244.76,17090.46,14237.7,3544.72,14984.17,6446.08,9184.46,4893.47,13794.31,14865.29,11751.83,8438.43,5908.31,9180.23,8881.67,12.67,7.09,10.05,13.85,10.84,2.98,12.18,4.42,7.44,3.61,11.33,11.54,9.27,7.14,4.33,8.01,6.83
1296,16008.74,9361.72,13255.44,17103.7,14249.02,3547.14,14996.26,6451.46,9191.78,4897.83,13805.84,14877.58,11761.22,8445.21,5913.62,9187.28,8889.33,12.3,7.75,10.68,13.24,11.32,2.42,12.1,5.38,7.31,4.37,11.54,12.3,9.4,6.78,5.32,7.05,7.66
1297,16020.75,9369.45,13265.1,17116.53,14260.56,3549.36,15008.55,6456.76,9198.99,4902.23,13816.35,14889.1,11770.58,8451.46,5918.22,9194.85,8896.24,12.02,7.73,9.66,12.84,11.54,2.22,12.29,5.3,7.22,4.39,10.51,11.52,9.35,6.25,4.59,7.57,6.91
1298,16033.33,9376.83,13275.24,17129.73,14271.62,3551.48,15020.93,6462.41,9206.87,4905.56,13827.87,14901.32,11779.59,8457.63,5922.92,9201.71,8903.79,12.58,7.38,10.14,13.2,11.06,2.11,12.37,5.65,7.87,3.33,11.52,12.22,9.02,6.17,4.7,6.86,7.55
1299,16045.34,9383.76,13285.76,17143.19,14282.48,3554.05,15032.29,6467.03,9213.85,4908.97,13839.29,14913.35,11789.69,8464.54,5927.36,9208.92,8911.26,12.01,6.93,10.52,13.46,10.86,2.58,11.36,4.62,6.98,3.41,11.42,12.02,10.1,6.91,4.44,7.21,7.47
1300,16058.12,9390.5,13295.59,17155.98,14294.21,3556.81,15043.65,6471.52,9221.59,4913.25,13850.21,14925.48,11798.59,8470.81,5932.13,9216.89,8918.67,12.77,6.74,9.83,12.79,11.73,2.75,11.36,4.49,7.74,4.28,10.92,12.13,8.9,6.26,4.77,7.97,7.41
1301,16070.76,9398.11,13305.98,17168.83,14305.19,3559.25,15055.26,6476.31,9229.37,4916.65,13860.79,14936.76,11807.59,8477.54,5936.61,9224.8,8925.79,12.64,7.61,10.39,12.85,10.98,2.44,11.61,4.79,7.79,3.4,10.57,11.28,9.0,6.74,4.47,7.91,7.12
1302,16083.61,9405.66,13316.17,17181.67,14316.86,3561.85,15067.49,6481.3,9237.22,4920.07,13871.28,14948.51,11817.58,8484.25,5941.46,9232.07,8933.47,12.85,7.55,10.18,12.83,11.67,2.6,12.23,4.99,7.85,3.43,10.49,11.75,9.99,6.71,4.85,7.26,7.68
1303,16096.6,9413.2,13326.57,17195.5,14328.12,3564.32,15078.92,6485.77,9245.01,4924.4,13882.62,14959.84,11827.09,8491.1,5945.92,9239.7,8940.66,12.99,7.55,10.4,13.83,11.26,2.47,11.43,4.47,7.79,4.33,11.34,11.33,9.52,6.85,4.46,7.63,7.19
1304,16108.94,9420.91,13336.61,17208.57,14339.81,3566.91,15090.8,6491.38,9252.78,4928.3,13893.86,14971.71,11836.56,8498.01,5950.23,9247.52,8947.84,12.34,7.7,10.04,13.07,11.69,2.6,11.89,5.61,7.77,3.9,11.24,11.87,9.47,6.92,4.31,7.82,7.18
1305,16121.05,9428.58,13347.0,17222.43,14350.85,3569.24,15102.06,6495.97,9260.66,4932.25,13904.59,14982.98,11845.91,8505.14,5954.78,9254.63,8955.4,12.1,7.68,10.39,13.86,11.04,2.33,11.26,4.6,7.88,3.96,10.73,11.27,9.34,7.12,4.55,7.11,7.56
1306,16133.35,9436.14,13357.08,17235.77,14361.82,3572.53,15114.09,6501.02,9268.34,4935.53,13915.56,14994.83,11855.92,8512.44,5959.0,9261.58,8962.97,12.3,7.56,10.09,13.34,10.97,3.29,12.03,5.05,7.67,3.27,10.96,11.85,10.01,7.31,4.22,6.95,7.56
1307,16146.26,9443.5,13366.83,17248.88,14372.7,3575.48,15126.16,6505.77,9275.55,4939.87,13926.95,15006.37,11865.59,8519.54,5963.79,9268.6,8969.57,12.91,7.35,9.75,13.11,10.88,2.95,12.07,4.75,7.21,4.34,11.4,11.54,9.67,7.1,4.79,7.03,6.61
1308,16159.11,9450.67,13377.74,17262.78,14384.47,3577.66,15138.14,6510.71,9283.36,4943.77,13938.33,15018.58,11875.53,8526.85,5968.36,9276.29,8977.09,12.85,7.17,10.9,13.9,11.77,2.18,11.98,4.93,7.81,3.91,11.38,12.21,9.94,7.3,4.57,7.69,7.52
1309,16171.59,9457.77,13388.23,17276.61,14395.87,3580.8,15149.74,6515.86,9291.18,4947.33,13949.39,15030.89,11885.59,8534.02,5973.4,9283.2,8984.25,12.48,7.11,10.5,13.82,11.41,3.14,11.6,5.15,7.82,3.56,11.06,12.31,10.06,7.17,5.04,6.91,7.15
1310,16183.33,9464.62,13398.81,17289.84,14406.84,3583.35,15161.33,6521.0,9298.34,4951.37,13960.82,15043.34,11894.6,8540.71,5978.35,9290.56,8990.97,11.74,6.84,10.58,13.23,10.97,2.55,11.59,5.14,7.16,4.04,11.43,12.45,9.01,6.69,4.95,7.35,6.72
1311,16195.87,9472.22,13409.63,17303.72,14417.65,3586.19,15172.6,6525.65,9305.16,4954.79,13971.84,15055.5,11904.34,8547.36,5983.39,9297.47,8998.01,12.54,7.61,10.82,13.88,10.81,2.84,11.27,4.65,6.82,3.43,11.02,12.16,9.74,6.65,5.04,6.91,7.04
1312,16208.81,9479.31,13420.47,17317.52,14429.35,3588.66,15184.12,6531.21,9312.75,4958.5,13983.2,15066.75,11913.69,8553.99,5988.53,9305.03,9005.3,12.94,7.09,10.84,13.81,11.69,2.47,11.52,5.56,7.59,3.71,11.36,11.25,9.36,6.63,5.14,7.57,7.29
1313,16221.53,9486.86,13430.67,17330.72,14441.01,3590.91,15195.9,6536.14,9320.64,4962.49,13993.71,15079.14,11923.42,8561.36,5992.92,9312.58,9011.86,12.72,7.55,10.2,13.2,11.67,2.25,11.78,4.93,7.89,3.99,10.51,12.39,9.73,7.37,4.4,7.55,6.56
1314,16233.64,9493.93,13441.18,17344.61,14452.43,3593.21,15207.97,6541.14,9328.49,4966.6,14005.13,15090.89,11932.32,8567.8,5998.11,9319.79,9018.54,12.12,7.07,10.51,13.89,11.42,2.3,12.07,4.99,7.86,4.11,11.42,11.75,8.9,6.44,5.19,7.21,6.68
1315,16245.51,9501.62,13450.99,17358.05,14463.91,3595.94,15220.34,6546.12,9335.24,4970.21,14015.84,15103.22,11941.87,8574.96,6002.73,9326.85,9025.13,11.87,7.69,9.81,13.44,11.48,2.73,12.37,4.98,6.74,3.61,10.71,12.33,9.56,7.16,4.62,7.06,6.6
1316,16258.2,9508.52,13460.9,17371.78,14475.28,3598.64,15231.86,6551.77,9342.26,4973.72,14026.4,15114.95,11950.91,8582.21,6007.94,9334.13,9031.78,12.68,6.9,9.91,13.73,11.37,2.7,11.52,5.65,7.02,3.51,10.56,11.74,9.04,7.25,5.21,7.28,6.65
1317,16271.06,9515.65,13470.95,17385.51,14486.26,3601.07,15243.06,6557.34,9349.88,4977.98,14037.36,15126.83,11960.93,8588.85,6012.38,9341.54,9039.26,12.86,7.13,10.06,13.74,10.99,2.44,11.2,5.57,7.62,4.26,10.96,11.87,10.02,6.64,4.43,7.41,7.48
1318,16283.44,9522.65,13480.89,17398.93,14497.65,3603.76,15255.03,6562.51,9357.44,4981.76,14048.36,15138.03,11970.84,8596.06,6016.59,9348.33,9046.0,12.38,7.01,9.93,13.41,11.38,2.69,11.97,5.17,7.57,3.78,11.0,11.2,9.91,7.21,4.22,6.79,6.74
1319,16295.52,9529.54,13491.4,17411.93,14508.2,3605.88,15266.63,6567.42,9364.37,4985.22,14059.15,15150.27,11980.65,8603.13,6020.89,9356.37,9053.05,12.08,6.89,10.51,13.01,10.55,2.12,11.6,4.91,6.93,3.46,10.8,12.24,9.81,7.07,4.3,8.04,7.05
1320,16308.47,9537.08,13502.16,17425.52,14519.05,3608.69,15277.93,6572.82,9371.51,4989.12,14069.6,15162.17,11990.78,8610.18,6025.56,9363.59,9060.58,12.95,7.54,10.76,13.58,10.85,2.81,11.3,5.4,7.14,3.9,10.45,11.9,10.12,7.06,4.67,7.22,7.53
1321,16320.57,9544.65,13512.98,17439.06,14530.12,3610.98,15289.06,6578.39,9378.7,4992.77,14079.95,15173.62,11999.63,8616.94,6030.44,9371.04,9067.18,12.11,7.57,10.82,13.54,11.07,2.29,11.13,5.57,7.18,3.65,10.36,11.45,8.86,6.75,4.88,7.46,6.59
1322,16333.59,9551.28,13522.98,17453.0,14541.57,3613.5,15300.98,6583.19,9385.93,4996.15,14091.45,15185.54,12008.51,8624.03,6035.39,9378.5,9073.92,13.02,6.63,10.0,13.95,11.46,2.52,11.92,4.8,7.24,3.38,11.5,11.92,8.88,7.09,4.94,7.46,6.74
1323,16345.62,9558.85,13533.6,17466.51,14552.39,3615.68,15313.17,6587.91,9392.78,4999.76,14102.56,15196.91,12017.87,8631.01,6040.72,9386.19,9080.47,12.03,7.57,10.61,13.51,10.82,2.18,12.2,4.72,6.85,3.61,11.11,11.37,9.36,6.98,5.34,7.68,6.55
1324,16357.44,9566.57,13544.06,17480.05,14563.73,3618.1,15325.3,6592.47,9400.4,5003.76,14113.79,15208.32,12027.39,8637.4,6045.79,9393.58,9087.75,11.82,7.72,10.46,13.54,11.34,2.42,12.12,4.56,7.61,4.0,11.23,11.4,9.52,6.39,5.07,7.4,7.27
1325,16369.8,9573.64,13554.79,17493.08,14574.25,3621.4,15337.3,6597.96,9407.19,5008.11,14124.14,15219.71,12037.12,8643.95,6050.32,9401.4,9095.17,12.36,7.07,10.73,13.03,10.52,3.3,12.0,5.49,6.79,4.35,10.35,11.39,9.73,6.55,4.52,7.82,7.42
1326,16381.68,9580.41,13565.41,17506.32,14584.76,3623.95,15348.52,6603.6,9414.81,5011.97,14135.6,15231.66,12046.95,8650.99,6055.07,9409.3,9102.17,11.88,6.77,10.62,13.24,10.52,2.56,11.22,5.64,7.62,3.86,11.46,11.95,9.83,7.04,4.76,7.9,7.0
1327,16394.25,9587.69,13575.5,17519.87,14595.62,3627.02,15360.7,6608.49,9421.91,5015.58,14146.29,15243.64,12056.36,8657.42,6060.0,9416.6,9109.75,12.57,7.28,10.08,13.55,10.86,3.07,12.18,4.89,7.1,3.62,10.69,11.98,9.41,6.43,4.93,7.3,7.58
1328,16405.98,9594.47,13586.1,17533.02,14607.32,3630.3,15372.15,6613.4,9428.55,5019.62,14157.28,15255.48,12065.74,8664.79,6064.23,9424.34,9117.43,11.73,6.78,10.61,13.15,11.7,3.27,11.45,4.92,6.64,4.04,11.0,11.84,9.38,7.37,4.24,7.74,7.68
1329,16418.6,9601.1,13596.99,17546.63,14617.84,3633.23,15384.35,6618.71,9435.17,5023.15,14167.75,15267.18,12075.39,8671.0,6068.94,9431.17,9125.04,12.63,6.63,10.89,13.61,10.52,2.93,12.2,5.31,6.62,3.54,10.47,11.7,9.65,6.21,4.7,6.83,7.61
1330,16431.34,9608.76,13607.88,17559.74,14628.32,3635.61,15396.43,6624.03,9441.77,5026.75,14179.08,15278.64,12084.62,8677.17,6074.02,9438.53,9132.07,12.74,7.65,10.89,13.12,10.48,2.39,12.08,5.31,6.6,3.59,11.33,11.45,9.23,6.17,5.08,7.35,7.02
1331,16443.7,9615.6,13617.56,17572.5,14639.06,3638.44,15407.94,6628.64,9449.41,5030.31,14189.77,15290.49,12094.37,8684.17,6078.18,9445.68,9138.64,12.35,6.84,9.68,12.76,10.74,2.83,11.51,4.62,7.64,3.56,10.69,11.86,9.75,7.0,4.17,7.15,6.58
1332,16456.49,9622.65,13628.34,17585.6,14649.81,3640.91,15419.49,6633.86,9456.65,5033.58,14201.14,15301.99,12104.28,8690.73,6082.94,9453.03,9146.12,12.79,7.05,10.79,13.1,10.75,2.47,11.55,5.22,7.24,3.27,11.37,11.5,9.91,6.56,4.76,7.35,7.48
1333,16469.18,9630.43,13638.3,17599.08,14661.04,3643.85,15431.7,6638.98,9463.48,5036.98,14212.41,15313.72,12113.27,8696.87,6087.26,9460.11,9152.76,12.69,7.78,9.96,13.48,11.23,2.94,12.2,5.12,6.83,3.41,11.27,11.73,9.0,6.13,4.31,7.08,6.64
1334,16481.93,9638.31,13648.13,17612.24,14672.05,3646.67,15442.84,6643.69,9470.83,5041.3,14224.0,15326.04,12123.33,8703.15,6091.36,9467.61,9159.57,12.75,7.88,9.83,13.17,11.01,2.82,11.14,4.71,7.35,4.32,11.59,12.32,10.05,6.28,4.11,7.5,6.8
1335,16493.8,9645.99,13658.86,17625.09,14683.03,3648.84,15454.3,6648.43,9478.2,5045.45,14234.32,15338.16,12133.18,8710.33,6096.64,9475.46,9167.08,11.88,7.68,10.74,12.85,10.98,2.17,11.46,4.74,7.37,4.15,10.31,12.12,9.85,7.18,5.27,7.85,7.51
1336,16505.86,9653.9,13669.63,17638.18,14693.93,3651.6,15466.35,6653.34,9485.4,5048.9,14245.2,15349.96,12142.47,8716.79,6101.65,9483.2,9174.33,12.06,7.9,10.76,13.09,10.9,2.76,12.05,4.9,7.2,3.45,10.88,11.8,9.28,6.46,5.01,7.74,7.25
1337,16518.85,9661.54,13680.29,17651.87,14705.3,3654.38,15478.69,6658.37,9493.07,5052.5,14255.88,15361.6,12151.64,8723.27,6106.4,9490.53,9181.2,12.99,7.64,10.66,13.69,11.37,2.79,12.35,5.03,7.67,3.6,10.68,11.64,9.17,6.49,4.75,7.33,6.87
